Date,Elliott Bay Trail in Myrtle Edwards Park Total,Ped North,Ped South,Bike North,Bike South
04/01/2014 12:00:00 AM,4,1,1,1,1
04/01/2014 01:00:00 AM,5,0,1,3,1
04/01/2014 02:00:00 AM,5,1,0,3,1
04/01/2014 03:00:00 AM,7,0,7,0,0
04/01/2014 04:00:00 AM,8,1,5,0,2
04/01/2014 05:00:00 AM,32,7,2,7,16
04/01/2014 06:00:00 AM,114,46,34,15,19
04/01/2014 07:00:00 AM,322,72,86,27,137
04/01/2014 08:00:00 AM,259,47,53,26,133
04/01/2014 09:00:00 AM,153,37,49,21,46
04/01/2014 10:00:00 AM,85,19,39,7,20
04/01/2014 11:00:00 AM,134,68,44,10,12
04/01/2014 12:00:00 PM,299,132,138,13,16
04/01/2014 01:00:00 PM,204,73,89,21,21
04/01/2014 02:00:00 PM,241,85,75,46,35
04/01/2014 03:00:00 PM,373,127,90,121,35
04/01/2014 04:00:00 PM,563,162,131,200,70
04/01/2014 05:00:00 PM,588,206,166,143,73
04/01/2014 06:00:00 PM,383,123,171,55,34
04/01/2014 07:00:00 PM,96,30,38,21,7
04/01/2014 08:00:00 PM,25,5,7,8,5
04/01/2014 09:00:00 PM,16,1,5,8,2
04/01/2014 10:00:00 PM,17,5,2,8,2
04/01/2014 11:00:00 PM,7,1,3,3,0
04/02/2014 12:00:00 AM,5,3,0,1,1
04/02/2014 01:00:00 AM,4,0,2,1,1
04/02/2014 02:00:00 AM,0,0,0,0,0
04/02/2014 03:00:00 AM,2,2,0,0,0
04/02/2014 04:00:00 AM,39,10,7,9,13
04/02/2014 05:00:00 AM,96,33,22,13,28
04/02/2014 06:00:00 AM,228,47,56,37,88
04/02/2014 07:00:00 AM,243,47,44,35,117
04/02/2014 08:00:00 AM,151,36,45,8,62
04/02/2014 09:00:00 AM,96,28,31,14,23
04/02/2014 10:00:00 AM,133,71,43,8,11
04/02/2014 11:00:00 AM,300,143,133,9,15
04/02/2014 12:00:00 PM,207,86,91,16,14
04/02/2014 01:00:00 PM,211,90,71,25,25
04/02/2014 02:00:00 PM,249,120,60,36,33
04/02/2014 03:00:00 PM,349,108,106,92,43
04/02/2014 04:00:00 PM,544,153,135,187,69
04/02/2014 05:00:00 PM,481,165,146,112,58
04/02/2014 06:00:00 PM,305,114,123,45,23
04/02/2014 07:00:00 PM,91,17,39,20,15
04/02/2014 08:00:00 PM,16,3,5,6,2
04/02/2014 09:00:00 PM,20,5,4,10,1
04/02/2014 10:00:00 PM,11,2,3,3,3
04/02/2014 11:00:00 PM,2,1,0,1,0
04/03/2014 12:00:00 AM,3,0,1,1,1
04/03/2014 01:00:00 AM,5,2,1,2,0
04/03/2014 02:00:00 AM,0,0,0,0,0
04/03/2014 03:00:00 AM,4,1,1,1,1
04/03/2014 04:00:00 AM,30,6,2,9,13
04/03/2014 05:00:00 AM,84,30,22,9,23
04/03/2014 06:00:00 AM,233,55,57,42,79
04/03/2014 07:00:00 AM,212,49,48,19,96
04/03/2014 08:00:00 AM,165,32,47,18,68
04/03/2014 09:00:00 AM,104,33,30,24,17
04/03/2014 10:00:00 AM,162,77,60,14,11
04/03/2014 11:00:00 AM,295,141,137,8,9
04/03/2014 12:00:00 PM,195,69,97,12,17
04/03/2014 01:00:00 PM,79,26,29,14,10
04/03/2014 02:00:00 PM,60,12,21,16,11
04/03/2014 03:00:00 PM,114,23,25,38,28
04/03/2014 04:00:00 PM,219,53,23,115,28
04/03/2014 05:00:00 PM,152,43,30,65,14
04/03/2014 06:00:00 PM,90,25,38,25,2
04/03/2014 07:00:00 PM,30,10,11,8,1
04/03/2014 08:00:00 PM,16,6,4,4,2
04/03/2014 09:00:00 PM,13,4,3,5,1
04/03/2014 10:00:00 PM,3,2,1,0,0
04/03/2014 11:00:00 PM,3,1,1,0,1
04/04/2014 12:00:00 AM,2,0,2,0,0
04/04/2014 01:00:00 AM,6,1,1,3,1
04/04/2014 02:00:00 AM,2,2,0,0,0
04/04/2014 03:00:00 AM,6,3,3,0,0
04/04/2014 04:00:00 AM,27,3,4,9,11
04/04/2014 05:00:00 AM,73,26,22,9,16
04/04/2014 06:00:00 AM,192,60,52,18,62
04/04/2014 07:00:00 AM,231,56,63,20,92
04/04/2014 08:00:00 AM,137,38,48,12,39
04/04/2014 09:00:00 AM,145,62,54,9,20
04/04/2014 10:00:00 AM,153,75,63,4,11
04/04/2014 11:00:00 AM,287,117,145,13,12
04/04/2014 12:00:00 PM,242,114,98,17,13
04/04/2014 01:00:00 PM,190,70,76,25,19
04/04/2014 02:00:00 PM,262,102,89,44,27
04/04/2014 03:00:00 PM,283,93,94,66,30
04/04/2014 04:00:00 PM,374,108,98,120,48
04/04/2014 05:00:00 PM,297,92,104,75,26
04/04/2014 06:00:00 PM,190,68,79,23,20
04/04/2014 07:00:00 PM,53,16,22,6,9
04/04/2014 08:00:00 PM,12,4,2,2,4
04/04/2014 09:00:00 PM,16,3,6,7,0
04/04/2014 10:00:00 PM,4,0,1,3,0
04/04/2014 11:00:00 PM,2,0,0,1,1
04/05/2014 12:00:00 AM,10,2,4,2,2
04/05/2014 01:00:00 AM,5,0,0,0,5
04/05/2014 02:00:00 AM,1,0,0,1,0
04/05/2014 03:00:00 AM,0,0,0,0,0
04/05/2014 04:00:00 AM,1,0,0,1,0
04/05/2014 05:00:00 AM,17,8,1,2,6
04/05/2014 06:00:00 AM,79,31,31,6,11
04/05/2014 07:00:00 AM,156,81,55,9,11
04/05/2014 08:00:00 AM,230,98,89,27,16
04/05/2014 09:00:00 AM,240,98,99,19,24
04/05/2014 10:00:00 AM,202,75,94,12,21
04/05/2014 11:00:00 AM,140,35,65,23,17
04/05/2014 12:00:00 PM,103,42,37,8,16
04/05/2014 01:00:00 PM,109,41,53,12,3
04/05/2014 02:00:00 PM,81,34,42,4,1
04/05/2014 03:00:00 PM,80,26,35,12,7
04/05/2014 04:00:00 PM,55,19,27,5,4
04/05/2014 05:00:00 PM,55,18,26,8,3
04/05/2014 06:00:00 PM,73,28,33,7,5
04/05/2014 07:00:00 PM,22,9,8,1,4
04/05/2014 08:00:00 PM,4,0,3,1,0
04/05/2014 09:00:00 PM,5,1,1,2,1
04/05/2014 10:00:00 PM,6,2,1,2,1
04/05/2014 11:00:00 PM,2,1,1,0,0
04/06/2014 12:00:00 AM,2,0,0,1,1
04/06/2014 01:00:00 AM,2,0,0,2,0
04/06/2014 02:00:00 AM,2,1,1,0,0
04/06/2014 03:00:00 AM,4,0,1,1,2
04/06/2014 04:00:00 AM,9,1,3,2,3
04/06/2014 05:00:00 AM,18,10,4,1,3
04/06/2014 06:00:00 AM,51,25,19,5,2
04/06/2014 07:00:00 AM,97,41,35,8,13
04/06/2014 08:00:00 AM,147,62,59,11,15
04/06/2014 09:00:00 AM,151,53,69,18,11
04/06/2014 10:00:00 AM,254,91,98,36,29
04/06/2014 11:00:00 AM,263,90,104,41,28
04/06/2014 12:00:00 PM,305,111,103,43,48
04/06/2014 01:00:00 PM,281,88,89,65,39
04/06/2014 02:00:00 PM,280,110,97,37,36
04/06/2014 03:00:00 PM,281,87,127,41,26
04/06/2014 04:00:00 PM,221,68,101,26,26
04/06/2014 05:00:00 PM,186,70,80,28,8
04/06/2014 06:00:00 PM,122,37,54,7,24
04/06/2014 07:00:00 PM,53,20,24,7,2
04/06/2014 08:00:00 PM,7,3,1,3,0
04/06/2014 09:00:00 PM,7,0,3,2,2
04/06/2014 10:00:00 PM,7,3,1,3,0
04/06/2014 11:00:00 PM,4,0,3,1,0
04/07/2014 12:00:00 AM,4,1,1,1,1
04/07/2014 01:00:00 AM,1,0,0,0,1
04/07/2014 02:00:00 AM,3,0,1,1,1
04/07/2014 03:00:00 AM,3,1,1,1,0
04/07/2014 04:00:00 AM,42,4,4,16,18
04/07/2014 05:00:00 AM,85,26,20,12,27
04/07/2014 06:00:00 AM,241,44,45,41,111
04/07/2014 07:00:00 AM,265,43,45,38,139
04/07/2014 08:00:00 AM,169,37,53,15,64
04/07/2014 09:00:00 AM,166,67,60,12,27
04/07/2014 10:00:00 AM,270,123,97,24,26
04/07/2014 11:00:00 AM,587,255,272,26,34
04/07/2014 12:00:00 PM,454,204,195,34,21
04/07/2014 01:00:00 PM,411,156,162,41,52
04/07/2014 02:00:00 PM,443,186,126,67,64
04/07/2014 03:00:00 PM,578,211,158,127,82
04/07/2014 04:00:00 PM,900,307,218,262,113
04/07/2014 05:00:00 PM,816,309,272,149,86
04/07/2014 06:00:00 PM,536,197,221,57,61
04/07/2014 07:00:00 PM,206,67,97,17,25
04/07/2014 08:00:00 PM,24,4,6,12,2
04/07/2014 09:00:00 PM,18,7,5,3,3
04/07/2014 10:00:00 PM,9,3,2,2,2
04/07/2014 11:00:00 PM,6,0,2,3,1
04/08/2014 12:00:00 AM,3,1,0,0,2
04/08/2014 01:00:00 AM,84,46,37,1,0
04/08/2014 02:00:00 AM,2,1,1,0,0
04/08/2014 03:00:00 AM,5,0,2,2,1
04/08/2014 04:00:00 AM,32,6,4,8,14
04/08/2014 05:00:00 AM,122,45,36,18,23
04/08/2014 06:00:00 AM,255,50,59,52,94
04/08/2014 07:00:00 AM,248,59,44,34,111
04/08/2014 08:00:00 AM,132,30,39,6,57
04/08/2014 09:00:00 AM,97,38,33,7,19
04/08/2014 10:00:00 AM,130,53,60,8,9
04/08/2014 11:00:00 AM,300,147,128,12,13
04/08/2014 12:00:00 PM,225,84,118,13,10
04/08/2014 01:00:00 PM,138,48,47,22,21
04/08/2014 02:00:00 PM,113,32,49,20,12
04/08/2014 03:00:00 PM,113,22,17,49,25
04/08/2014 04:00:00 PM,201,30,31,107,33
04/08/2014 05:00:00 PM,158,40,44,55,19
04/08/2014 06:00:00 PM,83,25,31,19,8
04/08/2014 07:00:00 PM,26,9,8,9,0
04/08/2014 08:00:00 PM,15,7,3,4,1
04/08/2014 09:00:00 PM,13,0,5,7,1
04/08/2014 10:00:00 PM,3,0,2,1,0
04/08/2014 11:00:00 PM,3,0,0,3,0
04/09/2014 12:00:00 AM,4,0,1,2,1
04/09/2014 01:00:00 AM,5,1,1,2,1
04/09/2014 02:00:00 AM,1,0,0,1,0
04/09/2014 03:00:00 AM,3,1,2,0,0
04/09/2014 04:00:00 AM,29,8,3,6,12
04/09/2014 05:00:00 AM,143,51,38,18,36
04/09/2014 06:00:00 AM,262,66,68,39,89
04/09/2014 07:00:00 AM,230,37,50,32,111
04/09/2014 08:00:00 AM,152,40,41,18,53
04/09/2014 09:00:00 AM,134,36,56,12,30
04/09/2014 10:00:00 AM,172,77,56,16,23
04/09/2014 11:00:00 AM,351,145,166,17,23
04/09/2014 12:00:00 PM,231,96,97,16,22
04/09/2014 01:00:00 PM,250,108,97,27,18
04/09/2014 02:00:00 PM,311,132,109,42,28
04/09/2014 03:00:00 PM,398,121,135,92,50
04/09/2014 04:00:00 PM,551,169,134,175,73
04/09/2014 05:00:00 PM,481,152,161,109,59
04/09/2014 06:00:00 PM,337,130,132,53,22
04/09/2014 07:00:00 PM,87,16,42,20,9
04/09/2014 08:00:00 PM,21,7,4,8,2
04/09/2014 09:00:00 PM,13,1,5,6,1
04/09/2014 10:00:00 PM,5,0,1,4,0
04/09/2014 11:00:00 PM,4,1,2,1,0
04/10/2014 12:00:00 AM,3,0,1,1,1
04/10/2014 01:00:00 AM,6,3,2,1,0
04/10/2014 02:00:00 AM,0,0,0,0,0
04/10/2014 03:00:00 AM,3,1,1,1,0
04/10/2014 04:00:00 AM,39,8,6,10,15
04/10/2014 05:00:00 AM,138,54,35,16,33
04/10/2014 06:00:00 AM,264,64,62,42,96
04/10/2014 07:00:00 AM,255,50,61,36,108
04/10/2014 08:00:00 AM,161,48,40,18,55
04/10/2014 09:00:00 AM,142,56,52,15,19
04/10/2014 10:00:00 AM,213,91,95,14,13
04/10/2014 11:00:00 AM,508,248,222,14,24
04/10/2014 12:00:00 PM,314,100,159,23,32
04/10/2014 01:00:00 PM,179,71,66,22,20
04/10/2014 02:00:00 PM,233,92,84,29,28
04/10/2014 03:00:00 PM,331,100,90,93,48
04/10/2014 04:00:00 PM,464,127,103,170,64
04/10/2014 05:00:00 PM,447,147,139,103,58
04/10/2014 06:00:00 PM,346,116,135,61,34
04/10/2014 07:00:00 PM,80,25,36,10,9
04/10/2014 08:00:00 PM,14,4,5,5,0
04/10/2014 09:00:00 PM,14,3,6,2,3
04/10/2014 10:00:00 PM,2,0,0,2,0
04/10/2014 11:00:00 PM,8,1,1,4,2
04/11/2014 12:00:00 AM,2,0,1,1,0
04/11/2014 01:00:00 AM,6,1,1,4,0
04/11/2014 02:00:00 AM,0,0,0,0,0
04/11/2014 03:00:00 AM,2,0,1,1,0
04/11/2014 04:00:00 AM,34,6,2,9,17
04/11/2014 05:00:00 AM,116,39,38,13,26
04/11/2014 06:00:00 AM,231,55,58,35,83
04/11/2014 07:00:00 AM,269,65,70,38,96
04/11/2014 08:00:00 AM,175,54,53,18,50
04/11/2014 09:00:00 AM,139,44,53,24,18
04/11/2014 10:00:00 AM,189,68,74,28,19
04/11/2014 11:00:00 AM,374,169,159,18,28
04/11/2014 12:00:00 PM,280,99,116,42,23
04/11/2014 01:00:00 PM,219,70,83,41,25
04/11/2014 02:00:00 PM,275,119,78,38,40
04/11/2014 03:00:00 PM,443,164,113,104,62
04/11/2014 04:00:00 PM,443,116,123,134,70
04/11/2014 05:00:00 PM,361,111,119,94,37
04/11/2014 06:00:00 PM,230,64,93,39,34
04/11/2014 07:00:00 PM,87,26,41,10,10
04/11/2014 08:00:00 PM,13,2,5,6,0
04/11/2014 09:00:00 PM,29,9,5,13,2
04/11/2014 10:00:00 PM,11,2,5,2,2
04/11/2014 11:00:00 PM,10,1,3,2,4
04/12/2014 12:00:00 AM,6,0,2,1,3
04/12/2014 01:00:00 AM,0,0,0,0,0
04/12/2014 02:00:00 AM,3,1,0,2,0
04/12/2014 03:00:00 AM,4,1,2,1,0
04/12/2014 04:00:00 AM,6,1,1,1,3
04/12/2014 05:00:00 AM,26,9,6,3,8
04/12/2014 06:00:00 AM,99,48,32,6,13
04/12/2014 07:00:00 AM,226,109,86,9,22
04/12/2014 08:00:00 AM,222,99,94,16,13
04/12/2014 09:00:00 AM,281,127,97,29,28
04/12/2014 10:00:00 AM,301,95,136,28,42
04/12/2014 11:00:00 AM,291,93,102,52,44
04/12/2014 12:00:00 PM,312,113,106,43,50
04/12/2014 01:00:00 PM,479,205,135,62,77
04/12/2014 02:00:00 PM,471,213,146,58,54
04/12/2014 03:00:00 PM,555,259,191,56,49
04/12/2014 04:00:00 PM,450,187,175,37,51
04/12/2014 05:00:00 PM,329,129,135,29,36
04/12/2014 06:00:00 PM,261,91,117,27,26
04/12/2014 07:00:00 PM,104,34,47,15,8
04/12/2014 08:00:00 PM,21,3,5,9,4
04/12/2014 09:00:00 PM,17,7,3,7,0
04/12/2014 10:00:00 PM,9,3,1,4,1
04/12/2014 11:00:00 PM,5,1,0,3,1
04/13/2014 12:00:00 AM,4,1,2,1,0
04/13/2014 01:00:00 AM,7,1,2,4,0
04/13/2014 02:00:00 AM,4,0,1,3,0
04/13/2014 03:00:00 AM,2,0,1,1,0
04/13/2014 04:00:00 AM,3,0,0,1,2
04/13/2014 05:00:00 AM,24,11,6,1,6
04/13/2014 06:00:00 AM,92,44,41,3,4
04/13/2014 07:00:00 AM,166,70,67,14,15
04/13/2014 08:00:00 AM,262,103,109,32,18
04/13/2014 09:00:00 AM,412,112,129,89,82
04/13/2014 10:00:00 AM,421,132,169,63,57
04/13/2014 11:00:00 AM,555,182,204,93,76
04/13/2014 12:00:00 PM,574,202,175,108,89
04/13/2014 01:00:00 PM,750,295,244,111,100
04/13/2014 02:00:00 PM,759,293,235,110,121
04/13/2014 03:00:00 PM,727,310,227,92,98
04/13/2014 04:00:00 PM,614,277,198,68,71
04/13/2014 05:00:00 PM,431,179,148,41,63
04/13/2014 06:00:00 PM,311,107,146,29,29
04/13/2014 07:00:00 PM,142,40,73,17,12
04/13/2014 08:00:00 PM,15,5,4,3,3
04/13/2014 09:00:00 PM,12,2,2,6,2
04/13/2014 10:00:00 PM,10,2,3,4,1
04/13/2014 11:00:00 PM,4,1,0,2,1
04/14/2014 12:00:00 AM,3,1,1,1,0
04/14/2014 01:00:00 AM,2,1,0,0,1
04/14/2014 02:00:00 AM,2,0,0,1,1
04/14/2014 03:00:00 AM,3,1,1,1,0
04/14/2014 04:00:00 AM,27,4,1,10,12
04/14/2014 05:00:00 AM,115,32,30,20,33
04/14/2014 06:00:00 AM,267,61,59,44,103
04/14/2014 07:00:00 AM,289,51,57,42,139
04/14/2014 08:00:00 AM,177,52,50,16,59
04/14/2014 09:00:00 AM,168,45,78,20,25
04/14/2014 10:00:00 AM,232,90,93,22,27
04/14/2014 11:00:00 AM,481,239,200,21,21
04/14/2014 12:00:00 PM,335,117,148,30,40
04/14/2014 01:00:00 PM,235,91,96,24,24
04/14/2014 02:00:00 PM,400,214,92,54,40
04/14/2014 03:00:00 PM,545,249,146,89,61
04/14/2014 04:00:00 PM,610,170,141,227,72
04/14/2014 05:00:00 PM,507,178,168,110,51
04/14/2014 06:00:00 PM,290,90,111,59,30
04/14/2014 07:00:00 PM,96,19,52,16,9
04/14/2014 08:00:00 PM,9,3,0,4,2
04/14/2014 09:00:00 PM,5,1,2,1,1
04/14/2014 10:00:00 PM,0,0,0,0,0
04/14/2014 11:00:00 PM,9,2,4,2,1
04/15/2014 12:00:00 AM,7,3,1,2,1
04/15/2014 01:00:00 AM,6,0,2,3,1
04/15/2014 02:00:00 AM,5,0,2,2,1
04/15/2014 03:00:00 AM,3,1,1,0,1
04/15/2014 04:00:00 AM,29,5,3,8,13
04/15/2014 05:00:00 AM,119,47,41,9,22
04/15/2014 06:00:00 AM,275,60,70,53,92
04/15/2014 07:00:00 AM,263,66,70,32,95
04/15/2014 08:00:00 AM,142,37,47,9,49
04/15/2014 09:00:00 AM,173,68,59,15,31
04/15/2014 10:00:00 AM,219,92,88,16,23
04/15/2014 11:00:00 AM,430,204,192,18,16
04/15/2014 12:00:00 PM,281,125,126,16,14
04/15/2014 01:00:00 PM,234,97,83,34,20
04/15/2014 02:00:00 PM,208,98,61,22,27
04/15/2014 03:00:00 PM,240,71,64,60,45
04/15/2014 04:00:00 PM,393,94,96,148,55
04/15/2014 05:00:00 PM,306,100,96,81,29
04/15/2014 06:00:00 PM,225,75,89,42,19
04/15/2014 07:00:00 PM,58,16,28,7,7
04/15/2014 08:00:00 PM,12,2,4,5,1
04/15/2014 09:00:00 PM,10,5,3,2,0
04/15/2014 10:00:00 PM,3,1,1,1,0
04/15/2014 11:00:00 PM,0,0,0,0,0
04/16/2014 12:00:00 AM,2,1,0,1,0
04/16/2014 01:00:00 AM,0,0,0,0,0
04/16/2014 02:00:00 AM,0,0,0,0,0
04/16/2014 03:00:00 AM,3,3,0,0,0
04/16/2014 04:00:00 AM,29,7,5,5,12
04/16/2014 05:00:00 AM,120,48,35,14,23
04/16/2014 06:00:00 AM,177,42,45,29,61
04/16/2014 07:00:00 AM,151,30,40,16,65
04/16/2014 08:00:00 AM,84,15,27,10,32
04/16/2014 09:00:00 AM,58,22,17,6,13
04/16/2014 10:00:00 AM,78,34,31,5,8
04/16/2014 11:00:00 AM,178,87,85,3,3
04/16/2014 12:00:00 PM,102,44,44,5,9
04/16/2014 01:00:00 PM,65,30,25,7,3
04/16/2014 02:00:00 PM,75,15,25,24,11
04/16/2014 03:00:00 PM,114,22,31,37,24
04/16/2014 04:00:00 PM,187,47,21,93,26
04/16/2014 05:00:00 PM,136,37,33,52,14
04/16/2014 06:00:00 PM,78,24,23,25,6
04/16/2014 07:00:00 PM,31,8,11,8,4
04/16/2014 08:00:00 PM,14,3,7,4,0
04/16/2014 09:00:00 PM,3,1,2,0,0
04/16/2014 10:00:00 PM,3,1,2,0,0
04/16/2014 11:00:00 PM,3,0,0,3,0
04/17/2014 12:00:00 AM,1,0,0,1,0
04/17/2014 01:00:00 AM,0,0,0,0,0
04/17/2014 02:00:00 AM,0,0,0,0,0
04/17/2014 03:00:00 AM,2,1,1,0,0
04/17/2014 04:00:00 AM,23,5,2,6,10
04/17/2014 05:00:00 AM,87,35,26,9,17
04/17/2014 06:00:00 AM,177,42,49,32,54
04/17/2014 07:00:00 AM,128,24,41,17,46
04/17/2014 08:00:00 AM,74,20,18,11,25
04/17/2014 09:00:00 AM,48,17,18,7,6
04/17/2014 10:00:00 AM,71,31,30,4,6
04/17/2014 11:00:00 AM,124,56,62,2,4
04/17/2014 12:00:00 PM,79,30,42,6,1
04/17/2014 01:00:00 PM,50,17,19,6,8
04/17/2014 02:00:00 PM,52,17,19,9,7
04/17/2014 03:00:00 PM,82,22,21,17,22
04/17/2014 04:00:00 PM,168,39,34,67,28
04/17/2014 05:00:00 PM,115,29,30,48,8
04/17/2014 06:00:00 PM,58,23,17,14,4
04/17/2014 07:00:00 PM,37,14,15,5,3
04/17/2014 08:00:00 PM,6,3,2,1,0
04/17/2014 09:00:00 PM,8,2,1,3,2
04/17/2014 10:00:00 PM,5,0,2,3,0
04/17/2014 11:00:00 PM,1,0,1,0,0
04/18/2014 12:00:00 AM,0,0,0,0,0
04/18/2014 01:00:00 AM,1,1,0,0,0
04/18/2014 02:00:00 AM,1,1,0,0,0
04/18/2014 03:00:00 AM,3,0,2,1,0
04/18/2014 04:00:00 AM,25,4,2,8,11
04/18/2014 05:00:00 AM,93,35,28,14,16
04/18/2014 06:00:00 AM,217,58,59,38,62
04/18/2014 07:00:00 AM,237,53,67,30,87
04/18/2014 08:00:00 AM,173,50,54,21,48
04/18/2014 09:00:00 AM,153,57,68,13,15
04/18/2014 10:00:00 AM,186,68,85,16,17
04/18/2014 11:00:00 AM,367,160,155,29,23
04/18/2014 12:00:00 PM,265,101,116,27,21
04/18/2014 01:00:00 PM,207,60,81,31,35
04/18/2014 02:00:00 PM,238,92,77,41,28
04/18/2014 03:00:00 PM,346,119,104,67,56
04/18/2014 04:00:00 PM,436,123,133,123,57
04/18/2014 05:00:00 PM,338,112,110,79,37
04/18/2014 06:00:00 PM,228,96,85,26,21
04/18/2014 07:00:00 PM,119,36,52,14,17
04/18/2014 08:00:00 PM,12,6,2,3,1
04/18/2014 09:00:00 PM,23,14,6,2,1
04/18/2014 10:00:00 PM,9,1,4,4,0
