Date,MTS Trail West of I-90 Bridge Total,Ped East,Ped West,Bike East,Bike West
04/01/2014 12:00:00 AM,0,0,0,0,0
04/01/2014 01:00:00 AM,0,0,0,0,0
04/01/2014 02:00:00 AM,0,0,0,0,0
04/01/2014 03:00:00 AM,1,0,1,0,0
04/01/2014 04:00:00 AM,2,1,0,1,0
04/01/2014 05:00:00 AM,9,0,0,6,3
04/01/2014 06:00:00 AM,26,4,1,14,7
04/01/2014 07:00:00 AM,68,5,5,27,31
04/01/2014 08:00:00 AM,74,9,10,31,24
04/01/2014 09:00:00 AM,33,1,1,12,19
04/01/2014 10:00:00 AM,49,4,9,12,24
04/01/2014 11:00:00 AM,49,7,11,22,9
04/01/2014 12:00:00 PM,27,0,1,19,7
04/01/2014 01:00:00 PM,35,2,2,12,19
04/01/2014 02:00:00 PM,36,5,4,18,9
04/01/2014 03:00:00 PM,45,8,3,10,24
04/01/2014 04:00:00 PM,97,16,13,26,42
04/01/2014 05:00:00 PM,163,12,17,60,74
04/01/2014 06:00:00 PM,149,16,20,67,46
04/01/2014 07:00:00 PM,77,6,10,36,25
04/01/2014 08:00:00 PM,14,1,0,12,1
04/01/2014 09:00:00 PM,4,2,0,0,2
04/01/2014 10:00:00 PM,0,0,0,0,0
04/01/2014 11:00:00 PM,0,0,0,0,0
04/02/2014 12:00:00 AM,0,0,0,0,0
04/02/2014 01:00:00 AM,1,0,0,1,0
04/02/2014 02:00:00 AM,0,0,0,0,0
04/02/2014 03:00:00 AM,2,0,2,0,0
04/02/2014 04:00:00 AM,4,2,0,1,1
04/02/2014 05:00:00 AM,12,1,1,6,4
04/02/2014 06:00:00 AM,23,1,4,11,7
04/02/2014 07:00:00 AM,84,6,12,36,30
04/02/2014 08:00:00 AM,69,3,5,36,25
04/02/2014 09:00:00 AM,37,0,2,17,18
04/02/2014 10:00:00 AM,22,1,3,14,4
04/02/2014 11:00:00 AM,28,5,2,10,11
04/02/2014 12:00:00 PM,14,1,3,4,6
04/02/2014 01:00:00 PM,32,6,5,10,11
04/02/2014 02:00:00 PM,29,3,3,12,11
04/02/2014 03:00:00 PM,47,5,7,19,16
04/02/2014 04:00:00 PM,93,9,15,36,33
04/02/2014 05:00:00 PM,146,9,18,56,63
04/02/2014 06:00:00 PM,153,15,15,79,44
04/02/2014 07:00:00 PM,66,6,4,43,13
04/02/2014 08:00:00 PM,23,1,6,6,10
04/02/2014 09:00:00 PM,6,2,0,2,2
04/02/2014 10:00:00 PM,4,2,2,0,0
04/02/2014 11:00:00 PM,3,1,2,0,0
04/03/2014 12:00:00 AM,1,0,0,1,0
04/03/2014 01:00:00 AM,1,0,1,0,0
04/03/2014 02:00:00 AM,0,0,0,0,0
04/03/2014 03:00:00 AM,0,0,0,0,0
04/03/2014 04:00:00 AM,2,0,0,2,0
04/03/2014 05:00:00 AM,7,0,0,5,2
04/03/2014 06:00:00 AM,22,0,0,11,11
04/03/2014 07:00:00 AM,49,5,8,20,16
04/03/2014 08:00:00 AM,56,3,7,26,20
04/03/2014 09:00:00 AM,41,6,7,11,17
04/03/2014 10:00:00 AM,18,2,2,8,6
04/03/2014 11:00:00 AM,24,1,3,14,6
04/03/2014 12:00:00 PM,27,5,4,9,9
04/03/2014 01:00:00 PM,20,0,2,10,8
04/03/2014 02:00:00 PM,17,1,2,9,5
04/03/2014 03:00:00 PM,9,1,0,5,3
04/03/2014 04:00:00 PM,23,2,2,9,10
04/03/2014 05:00:00 PM,49,2,8,21,18
04/03/2014 06:00:00 PM,37,4,6,15,12
04/03/2014 07:00:00 PM,52,3,4,21,24
04/03/2014 08:00:00 PM,2,0,0,2,0
04/03/2014 09:00:00 PM,6,2,1,2,1
04/03/2014 10:00:00 PM,3,1,0,0,2
04/03/2014 11:00:00 PM,0,0,0,0,0
04/04/2014 12:00:00 AM,1,0,0,1,0
04/04/2014 01:00:00 AM,0,0,0,0,0
04/04/2014 02:00:00 AM,0,0,0,0,0
04/04/2014 03:00:00 AM,0,0,0,0,0
04/04/2014 04:00:00 AM,1,0,0,1,0
04/04/2014 05:00:00 AM,8,0,1,3,4
04/04/2014 06:00:00 AM,14,2,2,7,3
04/04/2014 07:00:00 AM,25,0,4,10,11
04/04/2014 08:00:00 AM,54,2,6,23,23
04/04/2014 09:00:00 AM,33,0,6,15,12
04/04/2014 10:00:00 AM,19,2,2,10,5
04/04/2014 11:00:00 AM,23,2,4,8,9
04/04/2014 12:00:00 PM,34,6,4,12,12
04/04/2014 01:00:00 PM,18,1,6,5,6
04/04/2014 02:00:00 PM,31,4,3,11,13
04/04/2014 03:00:00 PM,38,4,8,14,12
04/04/2014 04:00:00 PM,64,6,7,28,23
04/04/2014 05:00:00 PM,86,8,7,39,32
04/04/2014 06:00:00 PM,60,2,4,40,14
04/04/2014 07:00:00 PM,28,2,2,15,9
04/04/2014 08:00:00 PM,5,1,0,3,1
04/04/2014 09:00:00 PM,0,0,0,0,0
04/04/2014 10:00:00 PM,13,2,4,4,3
04/04/2014 11:00:00 PM,1,0,0,1,0
04/05/2014 12:00:00 AM,2,1,1,0,0
04/05/2014 01:00:00 AM,4,0,2,1,1
04/05/2014 02:00:00 AM,2,0,0,0,2
04/05/2014 03:00:00 AM,0,0,0,0,0
04/05/2014 04:00:00 AM,0,0,0,0,0
04/05/2014 05:00:00 AM,0,0,0,0,0
04/05/2014 06:00:00 AM,8,1,4,1,2
04/05/2014 07:00:00 AM,15,2,5,3,5
04/05/2014 08:00:00 AM,49,8,11,6,24
04/05/2014 09:00:00 AM,72,9,10,28,25
04/05/2014 10:00:00 AM,89,7,14,34,34
04/05/2014 11:00:00 AM,122,12,10,48,52
04/05/2014 12:00:00 PM,82,10,10,41,21
04/05/2014 01:00:00 PM,26,3,3,15,5
04/05/2014 02:00:00 PM,27,9,5,11,2
04/05/2014 03:00:00 PM,25,1,0,13,11
04/05/2014 04:00:00 PM,16,1,2,11,2
04/05/2014 05:00:00 PM,12,0,3,6,3
04/05/2014 06:00:00 PM,8,3,1,2,2
04/05/2014 07:00:00 PM,14,4,5,4,1
04/05/2014 08:00:00 PM,1,0,0,1,0
04/05/2014 09:00:00 PM,0,0,0,0,0
04/05/2014 10:00:00 PM,1,0,1,0,0
04/05/2014 11:00:00 PM,1,1,0,0,0
04/06/2014 12:00:00 AM,1,0,1,0,0
04/06/2014 01:00:00 AM,1,1,0,0,0
04/06/2014 02:00:00 AM,0,0,0,0,0
04/06/2014 03:00:00 AM,0,0,0,0,0
04/06/2014 04:00:00 AM,1,0,1,0,0
04/06/2014 05:00:00 AM,3,1,1,0,1
04/06/2014 06:00:00 AM,8,0,3,1,4
04/06/2014 07:00:00 AM,30,0,7,6,17
04/06/2014 08:00:00 AM,67,5,10,24,28
04/06/2014 09:00:00 AM,132,4,25,33,70
04/06/2014 10:00:00 AM,228,16,27,36,149
04/06/2014 11:00:00 AM,360,39,20,241,60
04/06/2014 12:00:00 PM,188,29,15,84,60
04/06/2014 01:00:00 PM,186,23,21,96,46
04/06/2014 02:00:00 PM,113,8,19,51,35
04/06/2014 03:00:00 PM,109,12,9,58,30
04/06/2014 04:00:00 PM,128,25,16,60,27
04/06/2014 05:00:00 PM,74,10,6,31,27
04/06/2014 06:00:00 PM,39,3,4,25,7
04/06/2014 07:00:00 PM,12,4,3,4,1
04/06/2014 08:00:00 PM,6,3,2,1,0
04/06/2014 09:00:00 PM,3,2,1,0,0
04/06/2014 10:00:00 PM,0,0,0,0,0
04/06/2014 11:00:00 PM,0,0,0,0,0
04/07/2014 12:00:00 AM,10,4,4,1,1
04/07/2014 01:00:00 AM,0,0,0,0,0
04/07/2014 02:00:00 AM,0,0,0,0,0
04/07/2014 03:00:00 AM,0,0,0,0,0
04/07/2014 04:00:00 AM,3,0,0,2,1
04/07/2014 05:00:00 AM,19,0,0,6,13
04/07/2014 06:00:00 AM,32,2,1,18,11
04/07/2014 07:00:00 AM,85,4,6,38,37
04/07/2014 08:00:00 AM,86,5,5,44,32
04/07/2014 09:00:00 AM,49,4,5,21,19
04/07/2014 10:00:00 AM,37,6,5,12,14
04/07/2014 11:00:00 AM,49,4,8,20,17
04/07/2014 12:00:00 PM,56,4,5,22,25
04/07/2014 01:00:00 PM,58,6,2,30,20
04/07/2014 02:00:00 PM,79,3,8,41,27
04/07/2014 03:00:00 PM,113,15,16,40,42
04/07/2014 04:00:00 PM,147,26,16,47,58
04/07/2014 05:00:00 PM,211,21,24,95,71
04/07/2014 06:00:00 PM,229,28,26,101,74
04/07/2014 07:00:00 PM,146,29,27,58,32
04/07/2014 08:00:00 PM,15,1,2,10,2
04/07/2014 09:00:00 PM,6,0,0,5,1
04/07/2014 10:00:00 PM,1,0,0,0,1
04/07/2014 11:00:00 PM,5,0,0,3,2
04/08/2014 12:00:00 AM,1,0,1,0,0
04/08/2014 01:00:00 AM,1,0,0,0,1
04/08/2014 02:00:00 AM,1,0,0,1,0
04/08/2014 03:00:00 AM,0,0,0,0,0
04/08/2014 04:00:00 AM,4,0,1,3,0
04/08/2014 05:00:00 AM,8,0,0,3,5
04/08/2014 06:00:00 AM,25,0,4,12,9
04/08/2014 07:00:00 AM,54,3,5,29,17
04/08/2014 08:00:00 AM,53,3,2,26,22
04/08/2014 09:00:00 AM,33,2,4,15,12
04/08/2014 10:00:00 AM,18,1,4,7,6
04/08/2014 11:00:00 AM,24,2,3,13,6
04/08/2014 12:00:00 PM,26,4,4,9,9
04/08/2014 01:00:00 PM,25,3,1,14,7
04/08/2014 02:00:00 PM,11,1,1,7,2
04/08/2014 03:00:00 PM,23,1,1,9,12
04/08/2014 04:00:00 PM,25,1,0,12,12
04/08/2014 05:00:00 PM,32,1,2,12,17
04/08/2014 06:00:00 PM,47,3,4,22,18
04/08/2014 07:00:00 PM,12,0,1,9,2
04/08/2014 08:00:00 PM,9,0,2,6,1
04/08/2014 09:00:00 PM,1,1,0,0,0
04/08/2014 10:00:00 PM,1,0,1,0,0
04/08/2014 11:00:00 PM,0,0,0,0,0
04/09/2014 12:00:00 AM,2,0,2,0,0
04/09/2014 01:00:00 AM,0,0,0,0,0
04/09/2014 02:00:00 AM,0,0,0,0,0
04/09/2014 03:00:00 AM,0,0,0,0,0
04/09/2014 04:00:00 AM,3,0,0,2,1
04/09/2014 05:00:00 AM,11,0,0,2,9
04/09/2014 06:00:00 AM,30,1,3,17,9
04/09/2014 07:00:00 AM,61,5,1,24,31
04/09/2014 08:00:00 AM,63,1,6,33,23
04/09/2014 09:00:00 AM,28,2,5,10,11
04/09/2014 10:00:00 AM,28,1,3,10,14
04/09/2014 11:00:00 AM,36,3,8,12,13
04/09/2014 12:00:00 PM,27,2,4,13,8
04/09/2014 01:00:00 PM,44,8,7,12,17
04/09/2014 02:00:00 PM,48,4,2,28,14
04/09/2014 03:00:00 PM,54,2,6,26,20
04/09/2014 04:00:00 PM,95,11,12,32,40
04/09/2014 05:00:00 PM,149,11,25,55,58
04/09/2014 06:00:00 PM,128,7,8,66,47
04/09/2014 07:00:00 PM,70,10,5,43,12
04/09/2014 08:00:00 PM,21,4,2,11,4
04/09/2014 09:00:00 PM,4,0,0,2,2
04/09/2014 10:00:00 PM,3,0,1,1,1
04/09/2014 11:00:00 PM,2,1,0,0,1
04/10/2014 12:00:00 AM,0,0,0,0,0
04/10/2014 01:00:00 AM,0,0,0,0,0
04/10/2014 02:00:00 AM,0,0,0,0,0
04/10/2014 03:00:00 AM,0,0,0,0,0
04/10/2014 04:00:00 AM,3,0,0,2,1
04/10/2014 05:00:00 AM,7,0,0,3,4
04/10/2014 06:00:00 AM,31,0,3,18,10
04/10/2014 07:00:00 AM,77,4,14,33,26
04/10/2014 08:00:00 AM,66,5,9,26,26
04/10/2014 09:00:00 AM,80,28,22,17,13
04/10/2014 10:00:00 AM,28,1,3,16,8
04/10/2014 11:00:00 AM,56,12,6,15,23
04/10/2014 12:00:00 PM,30,2,1,17,10
04/10/2014 01:00:00 PM,34,4,5,15,10
04/10/2014 02:00:00 PM,84,26,25,15,18
04/10/2014 03:00:00 PM,33,9,4,15,5
04/10/2014 04:00:00 PM,108,16,23,32,37
04/10/2014 05:00:00 PM,149,10,17,63,59
04/10/2014 06:00:00 PM,127,14,9,68,36
04/10/2014 07:00:00 PM,58,3,1,30,24
04/10/2014 08:00:00 PM,30,1,4,10,15
04/10/2014 09:00:00 PM,2,0,0,2,0
04/10/2014 10:00:00 PM,1,0,0,0,1
04/10/2014 11:00:00 PM,0,0,0,0,0
04/11/2014 12:00:00 AM,0,0,0,0,0
04/11/2014 01:00:00 AM,0,0,0,0,0
04/11/2014 02:00:00 AM,0,0,0,0,0
04/11/2014 03:00:00 AM,0,0,0,0,0
04/11/2014 04:00:00 AM,4,0,0,3,1
04/11/2014 05:00:00 AM,19,0,1,6,12
04/11/2014 06:00:00 AM,28,0,4,14,10
04/11/2014 07:00:00 AM,67,3,7,35,22
04/11/2014 08:00:00 AM,53,1,6,27,19
04/11/2014 09:00:00 AM,40,3,6,15,16
04/11/2014 10:00:00 AM,42,9,7,9,17
04/11/2014 11:00:00 AM,28,5,2,8,13
04/11/2014 12:00:00 PM,41,8,6,20,7
04/11/2014 01:00:00 PM,36,5,4,14,13
04/11/2014 02:00:00 PM,53,3,2,27,21
04/11/2014 03:00:00 PM,46,6,6,15,19
04/11/2014 04:00:00 PM,89,10,3,36,40
04/11/2014 05:00:00 PM,129,13,10,70,36
04/11/2014 06:00:00 PM,78,7,5,43,23
04/11/2014 07:00:00 PM,36,3,3,14,16
04/11/2014 08:00:00 PM,14,1,0,11,2
04/11/2014 09:00:00 PM,1,0,0,0,1
04/11/2014 10:00:00 PM,0,0,0,0,0
04/11/2014 11:00:00 PM,3,1,1,1,0
04/12/2014 12:00:00 AM,0,0,0,0,0
04/12/2014 01:00:00 AM,0,0,0,0,0
04/12/2014 02:00:00 AM,0,0,0,0,0
04/12/2014 03:00:00 AM,0,0,0,0,0
04/12/2014 04:00:00 AM,1,0,0,0,1
04/12/2014 05:00:00 AM,1,0,0,1,0
04/12/2014 06:00:00 AM,5,0,0,1,4
04/12/2014 07:00:00 AM,30,0,3,12,15
04/12/2014 08:00:00 AM,81,5,19,13,44
04/12/2014 09:00:00 AM,148,13,19,47,69
04/12/2014 10:00:00 AM,180,10,36,51,83
04/12/2014 11:00:00 AM,194,31,16,106,41
04/12/2014 12:00:00 PM,161,20,12,80,49
04/12/2014 01:00:00 PM,156,9,20,64,63
04/12/2014 02:00:00 PM,141,20,16,49,56
04/12/2014 03:00:00 PM,211,44,27,76,64
04/12/2014 04:00:00 PM,167,40,15,78,34
04/12/2014 05:00:00 PM,139,33,32,42,32
04/12/2014 06:00:00 PM,69,8,13,33,15
04/12/2014 07:00:00 PM,35,5,2,20,8
04/12/2014 08:00:00 PM,7,3,1,1,2
04/12/2014 09:00:00 PM,2,0,0,2,0
04/12/2014 10:00:00 PM,1,0,1,0,0
04/12/2014 11:00:00 PM,2,0,0,1,1
04/13/2014 12:00:00 AM,0,0,0,0,0
04/13/2014 01:00:00 AM,0,0,0,0,0
04/13/2014 02:00:00 AM,0,0,0,0,0
04/13/2014 03:00:00 AM,6,4,2,0,0
04/13/2014 04:00:00 AM,0,0,0,0,0
04/13/2014 05:00:00 AM,1,0,0,1,0
04/13/2014 06:00:00 AM,5,0,2,3,0
04/13/2014 07:00:00 AM,23,2,6,8,7
04/13/2014 08:00:00 AM,72,7,11,11,43
04/13/2014 09:00:00 AM,127,10,15,46,56
04/13/2014 10:00:00 AM,378,19,53,76,230
04/13/2014 11:00:00 AM,350,39,26,213,72
04/13/2014 12:00:00 PM,338,57,27,167,87
04/13/2014 01:00:00 PM,288,40,30,115,103
04/13/2014 02:00:00 PM,227,33,29,95,70
04/13/2014 03:00:00 PM,317,98,62,85,72
04/13/2014 04:00:00 PM,224,75,15,95,39
04/13/2014 05:00:00 PM,149,34,19,58,38
04/13/2014 06:00:00 PM,82,12,12,33,25
04/13/2014 07:00:00 PM,40,9,4,16,11
04/13/2014 08:00:00 PM,13,2,1,7,3
04/13/2014 09:00:00 PM,0,0,0,0,0
04/13/2014 10:00:00 PM,0,0,0,0,0
04/13/2014 11:00:00 PM,0,0,0,0,0
04/14/2014 12:00:00 AM,0,0,0,0,0
04/14/2014 01:00:00 AM,0,0,0,0,0
04/14/2014 02:00:00 AM,0,0,0,0,0
04/14/2014 03:00:00 AM,0,0,0,0,0
04/14/2014 04:00:00 AM,3,0,0,3,0
04/14/2014 05:00:00 AM,15,1,1,5,8
04/14/2014 06:00:00 AM,38,2,4,26,6
04/14/2014 07:00:00 AM,84,5,10,42,27
04/14/2014 08:00:00 AM,73,12,4,34,23
04/14/2014 09:00:00 AM,57,7,9,24,17
04/14/2014 10:00:00 AM,30,2,3,15,10
04/14/2014 11:00:00 AM,27,4,5,10,8
04/14/2014 12:00:00 PM,55,10,7,23,15
04/14/2014 01:00:00 PM,33,1,1,18,13
04/14/2014 02:00:00 PM,41,4,4,20,13
04/14/2014 03:00:00 PM,78,15,4,37,22
04/14/2014 04:00:00 PM,120,26,12,28,54
04/14/2014 05:00:00 PM,176,9,16,69,82
04/14/2014 06:00:00 PM,295,70,86,90,49
04/14/2014 07:00:00 PM,62,5,9,33,15
04/14/2014 08:00:00 PM,13,1,0,8,4
04/14/2014 09:00:00 PM,4,0,0,3,1
04/14/2014 10:00:00 PM,3,1,1,1,0
04/14/2014 11:00:00 PM,0,0,0,0,0
04/15/2014 12:00:00 AM,2,1,1,0,0
04/15/2014 01:00:00 AM,0,0,0,0,0
04/15/2014 02:00:00 AM,0,0,0,0,0
04/15/2014 03:00:00 AM,0,0,0,0,0
04/15/2014 04:00:00 AM,2,0,0,2,0
04/15/2014 05:00:00 AM,11,0,0,7,4
04/15/2014 06:00:00 AM,24,1,3,16,4
04/15/2014 07:00:00 AM,55,6,10,20,19
04/15/2014 08:00:00 AM,59,4,1,29,25
04/15/2014 09:00:00 AM,43,6,4,20,13
04/15/2014 10:00:00 AM,19,1,2,10,6
04/15/2014 11:00:00 AM,22,0,4,10,8
04/15/2014 12:00:00 PM,19,2,4,7,6
04/15/2014 01:00:00 PM,26,3,5,5,13
04/15/2014 02:00:00 PM,33,1,3,21,8
04/15/2014 03:00:00 PM,48,16,10,10,12
04/15/2014 04:00:00 PM,67,13,12,16,26
04/15/2014 05:00:00 PM,93,5,9,31,48
04/15/2014 06:00:00 PM,84,6,12,40,26
04/15/2014 07:00:00 PM,67,5,7,35,20
04/15/2014 08:00:00 PM,14,2,0,9,3
04/15/2014 09:00:00 PM,2,0,0,1,1
04/15/2014 10:00:00 PM,2,0,0,0,2
04/15/2014 11:00:00 PM,5,2,2,1,0
04/16/2014 12:00:00 AM,0,0,0,0,0
04/16/2014 01:00:00 AM,0,0,0,0,0
04/16/2014 02:00:00 AM,0,0,0,0,0
04/16/2014 03:00:00 AM,0,0,0,0,0
04/16/2014 04:00:00 AM,2,0,0,2,0
04/16/2014 05:00:00 AM,11,1,0,4,6
04/16/2014 06:00:00 AM,17,1,0,8,8
04/16/2014 07:00:00 AM,33,2,5,14,12
04/16/2014 08:00:00 AM,37,3,0,16,18
04/16/2014 09:00:00 AM,26,3,4,11,8
04/16/2014 10:00:00 AM,8,1,1,1,5
04/16/2014 11:00:00 AM,17,3,2,4,8
04/16/2014 12:00:00 PM,12,3,4,3,2
04/16/2014 01:00:00 PM,9,2,2,2,3
04/16/2014 02:00:00 PM,5,0,0,4,1
04/16/2014 03:00:00 PM,17,1,2,9,5
04/16/2014 04:00:00 PM,117,52,45,10,10
04/16/2014 05:00:00 PM,37,1,6,10,20
04/16/2014 06:00:00 PM,51,1,5,32,13
04/16/2014 07:00:00 PM,21,0,0,14,7
04/16/2014 08:00:00 PM,6,0,0,5,1
04/16/2014 09:00:00 PM,4,0,1,1,2
04/16/2014 10:00:00 PM,0,0,0,0,0
04/16/2014 11:00:00 PM,1,0,0,1,0
04/17/2014 12:00:00 AM,0,0,0,0,0
04/17/2014 01:00:00 AM,0,0,0,0,0
04/17/2014 02:00:00 AM,0,0,0,0,0
04/17/2014 03:00:00 AM,0,0,0,0,0
04/17/2014 04:00:00 AM,2,0,0,2,0
04/17/2014 05:00:00 AM,4,0,0,3,1
04/17/2014 06:00:00 AM,12,1,1,5,5
04/17/2014 07:00:00 AM,22,3,2,11,6
04/17/2014 08:00:00 AM,29,2,1,14,12
04/17/2014 09:00:00 AM,13,1,3,2,7
04/17/2014 10:00:00 AM,18,1,6,5,6
04/17/2014 11:00:00 AM,9,0,1,4,4
04/17/2014 12:00:00 PM,4,0,0,4,0
04/17/2014 01:00:00 PM,5,0,0,2,3
04/17/2014 02:00:00 PM,5,0,0,1,4
04/17/2014 03:00:00 PM,7,0,1,4,2
04/17/2014 04:00:00 PM,20,2,2,4,12
04/17/2014 05:00:00 PM,29,3,3,9,14
04/17/2014 06:00:00 PM,164,74,61,16,13
04/17/2014 07:00:00 PM,23,1,2,11,9
04/17/2014 08:00:00 PM,9,2,2,5,0
04/17/2014 09:00:00 PM,1,0,0,1,0
04/17/2014 10:00:00 PM,3,0,1,1,1
04/17/2014 11:00:00 PM,2,0,0,1,1
04/18/2014 12:00:00 AM,0,0,0,0,0
04/18/2014 01:00:00 AM,0,0,0,0,0
04/18/2014 02:00:00 AM,0,0,0,0,0
04/18/2014 03:00:00 AM,0,0,0,0,0
04/18/2014 04:00:00 AM,2,1,0,1,0
04/18/2014 05:00:00 AM,12,1,0,5,6
04/18/2014 06:00:00 AM,22,1,1,11,9
04/18/2014 07:00:00 AM,60,6,5,28,21
04/18/2014 08:00:00 AM,56,5,4,21,26
04/18/2014 09:00:00 AM,40,3,2,24,11
04/18/2014 10:00:00 AM,39,4,8,16,11
04/18/2014 11:00:00 AM,39,6,3,16,14
04/18/2014 12:00:00 PM,51,6,10,18,17
04/18/2014 01:00:00 PM,53,2,4,21,26
04/18/2014 02:00:00 PM,71,11,11,16,33
04/18/2014 03:00:00 PM,66,5,8,31,22
04/18/2014 04:00:00 PM,89,4,8,42,35
04/18/2014 05:00:00 PM,140,9,9,53,69
04/18/2014 06:00:00 PM,129,4,9,81,35
04/18/2014 07:00:00 PM,161,56,69,26,10
04/18/2014 08:00:00 PM,9,1,1,5,2
04/18/2014 09:00:00 PM,3,1,0,2,0
04/18/2014 10:00:00 PM,3,2,1,0,0
