Date,MTS Trail West of I-90 Bridge Total,Ped East,Ped West,Bike East,Bike West
04/12/2016 11:00:00 PM,0,0,0,0,0
04/13/2016 12:00:00 AM,1,0,0,1,0
04/13/2016 01:00:00 AM,0,0,0,0,0
04/13/2016 02:00:00 AM,0,0,0,0,0
04/13/2016 03:00:00 AM,0,0,0,0,0
04/13/2016 04:00:00 AM,1,0,0,1,0
04/13/2016 05:00:00 AM,5,1,1,3,0
04/13/2016 06:00:00 AM,15,1,2,6,6
04/13/2016 07:00:00 AM,55,5,3,27,20
04/13/2016 08:00:00 AM,61,4,5,27,25
04/13/2016 09:00:00 AM,32,4,3,16,9
04/13/2016 10:00:00 AM,25,2,7,6,10
04/13/2016 11:00:00 AM,23,1,5,6,11
04/13/2016 12:00:00 PM,38,6,2,20,10
04/13/2016 01:00:00 PM,13,1,0,6,6
04/13/2016 02:00:00 PM,27,3,2,14,8
04/13/2016 03:00:00 PM,25,1,2,9,13
04/13/2016 04:00:00 PM,45,2,6,11,26
04/13/2016 05:00:00 PM,113,7,14,34,58
04/13/2016 06:00:00 PM,109,13,11,44,41
04/13/2016 07:00:00 PM,43,3,6,24,10
04/13/2016 08:00:00 PM,23,2,1,11,9
04/13/2016 09:00:00 PM,6,1,0,4,1
04/13/2016 10:00:00 PM,2,0,0,1,1
04/13/2016 11:00:00 PM,0,0,0,0,0
04/14/2016 12:00:00 AM,0,0,0,0,0
04/14/2016 01:00:00 AM,0,0,0,0,0
04/14/2016 02:00:00 AM,0,0,0,0,0
04/14/2016 03:00:00 AM,1,0,1,0,0
04/14/2016 04:00:00 AM,2,0,1,1,0
04/14/2016 05:00:00 AM,10,3,2,4,1
04/14/2016 06:00:00 AM,16,2,3,9,2
04/14/2016 07:00:00 AM,51,3,2,22,24
04/14/2016 08:00:00 AM,56,2,3,27,24
04/14/2016 09:00:00 AM,45,5,6,28,6
04/14/2016 10:00:00 AM,35,8,7,9,11
04/14/2016 11:00:00 AM,20,1,3,5,11
04/14/2016 12:00:00 PM,21,1,2,12,6
04/14/2016 01:00:00 PM,28,3,5,13,7
04/14/2016 02:00:00 PM,30,3,2,15,10
04/14/2016 03:00:00 PM,29,1,5,7,16
04/14/2016 04:00:00 PM,94,27,14,30,23
04/14/2016 05:00:00 PM,139,26,16,57,40
04/14/2016 06:00:00 PM,108,10,14,49,35
04/14/2016 07:00:00 PM,62,6,8,25,23
04/14/2016 08:00:00 PM,17,4,3,6,4
04/14/2016 09:00:00 PM,2,0,0,2,0
04/14/2016 10:00:00 PM,6,0,0,3,3
04/14/2016 11:00:00 PM,0,0,0,0,0
04/15/2016 12:00:00 AM,0,0,0,0,0
04/15/2016 01:00:00 AM,0,0,0,0,0
04/15/2016 02:00:00 AM,2,0,0,2,0
04/15/2016 03:00:00 AM,1,0,0,0,1
04/15/2016 04:00:00 AM,1,0,0,1,0
04/15/2016 05:00:00 AM,12,3,2,5,2
04/15/2016 06:00:00 AM,29,2,1,13,13
04/15/2016 07:00:00 AM,69,6,4,34,25
04/15/2016 08:00:00 AM,45,4,2,17,22
04/15/2016 09:00:00 AM,60,7,7,23,23
04/15/2016 10:00:00 AM,31,1,6,7,17
04/15/2016 11:00:00 AM,33,6,3,18,6
04/15/2016 12:00:00 PM,35,1,1,18,15
04/15/2016 01:00:00 PM,46,6,8,16,16
04/15/2016 02:00:00 PM,29,6,2,12,9
04/15/2016 03:00:00 PM,41,0,6,14,21
04/15/2016 04:00:00 PM,73,6,12,30,25
04/15/2016 05:00:00 PM,99,9,19,44,27
04/15/2016 06:00:00 PM,59,6,9,26,18
04/15/2016 07:00:00 PM,20,4,3,8,5
04/15/2016 08:00:00 PM,17,1,0,10,6
04/15/2016 09:00:00 PM,5,1,1,1,2
04/15/2016 10:00:00 PM,4,2,1,1,0
04/15/2016 11:00:00 PM,3,0,0,3,0
04/16/2016 12:00:00 AM,0,0,0,0,0
04/16/2016 01:00:00 AM,0,0,0,0,0
04/16/2016 02:00:00 AM,0,0,0,0,0
04/16/2016 03:00:00 AM,0,0,0,0,0
04/16/2016 04:00:00 AM,0,0,0,0,0
04/16/2016 05:00:00 AM,1,0,0,0,1
04/16/2016 06:00:00 AM,1,0,0,1,0
04/16/2016 07:00:00 AM,42,5,11,12,14
04/16/2016 08:00:00 AM,107,9,9,38,51
04/16/2016 09:00:00 AM,151,11,23,41,76
04/16/2016 10:00:00 AM,306,43,33,167,63
04/16/2016 11:00:00 AM,338,47,24,198,69
04/16/2016 12:00:00 PM,260,23,21,160,56
04/16/2016 01:00:00 PM,174,22,17,59,76
04/16/2016 02:00:00 PM,158,22,9,69,58
04/16/2016 03:00:00 PM,125,12,9,69,35
04/16/2016 04:00:00 PM,134,21,14,63,36
04/16/2016 05:00:00 PM,76,9,9,37,21
04/16/2016 06:00:00 PM,35,7,4,12,12
04/16/2016 07:00:00 PM,23,5,5,10,3
04/16/2016 08:00:00 PM,14,8,3,2,1
04/16/2016 09:00:00 PM,1,0,1,0,0
04/16/2016 10:00:00 PM,0,0,0,0,0
04/16/2016 11:00:00 PM,4,1,2,1,0
04/17/2016 12:00:00 AM,0,0,0,0,0
04/17/2016 01:00:00 AM,0,0,0,0,0
04/17/2016 02:00:00 AM,0,0,0,0,0
04/17/2016 03:00:00 AM,0,0,0,0,0
04/17/2016 04:00:00 AM,3,1,2,0,0
04/17/2016 05:00:00 AM,0,0,0,0,0
04/17/2016 06:00:00 AM,10,0,1,1,8
04/17/2016 07:00:00 AM,37,2,4,5,26
04/17/2016 08:00:00 AM,75,4,7,35,29
04/17/2016 09:00:00 AM,142,18,20,50,54
04/17/2016 10:00:00 AM,249,25,33,96,95
04/17/2016 11:00:00 AM,254,27,35,119,73
04/17/2016 12:00:00 PM,282,42,23,148,69
04/17/2016 01:00:00 PM,320,101,18,110,91
04/17/2016 02:00:00 PM,195,31,16,80,68
04/17/2016 03:00:00 PM,200,40,12,90,58
04/17/2016 04:00:00 PM,140,36,8,64,32
04/17/2016 05:00:00 PM,102,23,11,38,30
04/17/2016 06:00:00 PM,56,9,5,33,9
04/17/2016 07:00:00 PM,21,3,1,9,8
04/17/2016 08:00:00 PM,9,0,0,3,6
04/17/2016 09:00:00 PM,0,0,0,0,0
04/17/2016 10:00:00 PM,3,1,1,1,0
04/17/2016 11:00:00 PM,1,0,0,1,0
04/18/2016 12:00:00 AM,0,0,0,0,0
04/18/2016 01:00:00 AM,0,0,0,0,0
04/18/2016 02:00:00 AM,0,0,0,0,0
04/18/2016 03:00:00 AM,0,0,0,0,0
04/18/2016 04:00:00 AM,3,0,1,1,1
04/18/2016 05:00:00 AM,16,3,3,8,2
04/18/2016 06:00:00 AM,51,3,4,23,21
04/18/2016 07:00:00 AM,101,11,20,45,25
04/18/2016 08:00:00 AM,89,7,7,42,33
04/18/2016 09:00:00 AM,54,7,5,28,14
04/18/2016 10:00:00 AM,47,6,7,19,15
04/18/2016 11:00:00 AM,53,4,7,21,21
04/18/2016 12:00:00 PM,36,5,0,18,13
04/18/2016 01:00:00 PM,39,4,6,19,10
04/18/2016 02:00:00 PM,54,7,1,27,19
04/18/2016 03:00:00 PM,74,8,6,39,21
04/18/2016 04:00:00 PM,108,24,8,46,30
04/18/2016 05:00:00 PM,203,27,7,106,63
04/18/2016 06:00:00 PM,160,28,23,60,49
04/18/2016 07:00:00 PM,77,7,7,38,25
04/18/2016 08:00:00 PM,30,4,2,15,9
04/18/2016 09:00:00 PM,9,1,1,5,2
04/18/2016 10:00:00 PM,3,0,0,2,1
04/18/2016 11:00:00 PM,1,0,0,1,0
04/19/2016 12:00:00 AM,1,0,0,1,0
04/19/2016 01:00:00 AM,0,0,0,0,0
04/19/2016 02:00:00 AM,0,0,0,0,0
04/19/2016 03:00:00 AM,0,0,0,0,0
04/19/2016 04:00:00 AM,1,0,0,1,0
04/19/2016 05:00:00 AM,21,5,3,10,3
04/19/2016 06:00:00 AM,56,6,5,26,19
04/19/2016 07:00:00 AM,117,4,8,51,54
04/19/2016 08:00:00 AM,89,7,3,44,35
04/19/2016 09:00:00 AM,67,4,9,34,20
04/19/2016 10:00:00 AM,59,6,5,25,23
04/19/2016 11:00:00 AM,58,1,3,35,19
04/19/2016 12:00:00 PM,45,7,7,15,16
04/19/2016 01:00:00 PM,44,6,2,23,13
04/19/2016 02:00:00 PM,84,18,19,30,17
04/19/2016 03:00:00 PM,81,14,7,32,28
04/19/2016 04:00:00 PM,143,30,6,54,53
04/19/2016 05:00:00 PM,200,22,25,75,78
04/19/2016 06:00:00 PM,246,42,30,81,93
04/19/2016 07:00:00 PM,136,22,19,62,33
04/19/2016 08:00:00 PM,34,5,5,11,13
04/19/2016 09:00:00 PM,17,5,2,7,3
04/19/2016 10:00:00 PM,9,4,4,1,0
04/19/2016 11:00:00 PM,6,0,1,5,0
04/20/2016 12:00:00 AM,0,0,0,0,0
04/20/2016 01:00:00 AM,0,0,0,0,0
04/20/2016 02:00:00 AM,0,0,0,0,0
04/20/2016 03:00:00 AM,0,0,0,0,0
04/20/2016 04:00:00 AM,2,0,0,1,1
04/20/2016 05:00:00 AM,21,3,3,10,5
04/20/2016 06:00:00 AM,55,3,4,32,16
04/20/2016 07:00:00 AM,102,9,14,51,28
04/20/2016 08:00:00 AM,101,9,11,43,38
04/20/2016 09:00:00 AM,68,6,3,38,21
04/20/2016 10:00:00 AM,34,1,2,16,15
04/20/2016 11:00:00 AM,37,4,5,11,17
04/20/2016 12:00:00 PM,44,3,7,19,15
04/20/2016 01:00:00 PM,48,6,3,24,15
04/20/2016 02:00:00 PM,77,40,5,17,15
04/20/2016 03:00:00 PM,66,12,8,23,23
04/20/2016 04:00:00 PM,112,10,12,37,53
04/20/2016 05:00:00 PM,183,16,20,73,74
04/20/2016 06:00:00 PM,172,18,11,87,56
04/20/2016 07:00:00 PM,106,9,10,50,37
04/20/2016 08:00:00 PM,51,7,0,31,13
04/20/2016 09:00:00 PM,6,0,0,4,2
04/20/2016 10:00:00 PM,2,0,1,0,1
04/20/2016 11:00:00 PM,2,1,0,1,0
04/21/2016 12:00:00 AM,1,0,0,1,0
04/21/2016 01:00:00 AM,0,0,0,0,0
04/21/2016 02:00:00 AM,1,0,0,1,0
04/21/2016 03:00:00 AM,0,0,0,0,0
04/21/2016 04:00:00 AM,2,0,0,2,0
04/21/2016 05:00:00 AM,12,2,1,6,3
04/21/2016 06:00:00 AM,41,7,4,17,13
04/21/2016 07:00:00 AM,92,7,11,44,30
04/21/2016 08:00:00 AM,71,6,6,36,23
04/21/2016 09:00:00 AM,41,1,1,22,17
04/21/2016 10:00:00 AM,40,5,6,14,15
04/21/2016 11:00:00 AM,20,1,2,12,5
04/21/2016 12:00:00 PM,40,5,7,12,16
04/21/2016 01:00:00 PM,45,5,5,19,16
04/21/2016 02:00:00 PM,46,3,1,27,15
04/21/2016 03:00:00 PM,70,11,7,24,28
04/21/2016 04:00:00 PM,121,7,19,40,55
04/21/2016 05:00:00 PM,177,13,10,69,85
04/21/2016 06:00:00 PM,180,24,12,86,58
04/21/2016 07:00:00 PM,103,11,10,45,37
04/21/2016 08:00:00 PM,27,3,2,8,14
04/21/2016 09:00:00 PM,3,0,1,1,1
04/21/2016 10:00:00 PM,3,1,1,0,1
04/21/2016 11:00:00 PM,1,0,1,0,0
04/22/2016 12:00:00 AM,1,1,0,0,0
04/22/2016 01:00:00 AM,1,1,0,0,0
04/22/2016 02:00:00 AM,2,1,0,1,0
04/22/2016 03:00:00 AM,0,0,0,0,0
04/22/2016 04:00:00 AM,3,0,0,2,1
04/22/2016 05:00:00 AM,17,3,4,5,5
04/22/2016 06:00:00 AM,28,2,3,13,10
04/22/2016 07:00:00 AM,65,3,5,33,24
04/22/2016 08:00:00 AM,54,7,4,21,22
04/22/2016 09:00:00 AM,31,1,1,15,14
04/22/2016 10:00:00 AM,27,1,8,7,11
04/22/2016 11:00:00 AM,25,1,1,11,12
04/22/2016 12:00:00 PM,29,4,1,16,8
04/22/2016 01:00:00 PM,19,3,3,8,5
04/22/2016 02:00:00 PM,8,0,0,5,3
04/22/2016 03:00:00 PM,23,1,1,9,12
04/22/2016 04:00:00 PM,39,0,3,14,22
04/22/2016 05:00:00 PM,69,6,5,36,22
04/22/2016 06:00:00 PM,48,5,3,19,21
04/22/2016 07:00:00 PM,26,4,5,8,9
04/22/2016 08:00:00 PM,6,3,0,2,1
04/22/2016 09:00:00 PM,1,0,0,1,0
04/22/2016 10:00:00 PM,0,0,0,0,0
04/22/2016 11:00:00 PM,1,0,0,1,0
04/23/2016 12:00:00 AM,0,0,0,0,0
04/23/2016 01:00:00 AM,0,0,0,0,0
04/23/2016 02:00:00 AM,1,0,0,0,1
04/23/2016 03:00:00 AM,0,0,0,0,0
04/23/2016 04:00:00 AM,1,0,0,0,1
04/23/2016 05:00:00 AM,2,0,0,1,1
04/23/2016 06:00:00 AM,5,0,1,0,4
04/23/2016 07:00:00 AM,29,2,4,5,18
04/23/2016 08:00:00 AM,101,4,7,31,59
04/23/2016 09:00:00 AM,122,6,14,34,68
04/23/2016 10:00:00 AM,173,19,14,57,83
04/23/2016 11:00:00 AM,210,18,24,76,92
04/23/2016 12:00:00 PM,174,26,27,66,55
04/23/2016 01:00:00 PM,141,19,10,72,40
04/23/2016 02:00:00 PM,153,22,15,69,47
04/23/2016 03:00:00 PM,98,8,13,45,32
04/23/2016 04:00:00 PM,75,10,9,36,20
04/23/2016 05:00:00 PM,63,5,5,35,18
04/23/2016 06:00:00 PM,30,14,4,10,2
04/23/2016 07:00:00 PM,14,2,3,4,5
04/23/2016 08:00:00 PM,10,6,2,2,0
04/23/2016 09:00:00 PM,3,0,0,2,1
04/23/2016 10:00:00 PM,1,0,0,0,1
04/23/2016 11:00:00 PM,1,0,1,0,0
04/24/2016 12:00:00 AM,0,0,0,0,0
04/24/2016 01:00:00 AM,2,1,1,0,0
04/24/2016 02:00:00 AM,0,0,0,0,0
04/24/2016 03:00:00 AM,0,0,0,0,0
04/24/2016 04:00:00 AM,1,0,1,0,0
04/24/2016 05:00:00 AM,0,0,0,0,0
04/24/2016 06:00:00 AM,2,0,0,0,2
04/24/2016 07:00:00 AM,41,5,7,8,21
04/24/2016 08:00:00 AM,56,3,2,28,23
04/24/2016 09:00:00 AM,28,2,1,22,3
04/24/2016 10:00:00 AM,38,7,5,20,6
04/24/2016 11:00:00 AM,18,2,1,12,3
04/24/2016 12:00:00 PM,12,2,1,7,2
04/24/2016 01:00:00 PM,16,0,1,14,1
04/24/2016 02:00:00 PM,13,4,1,2,6
04/24/2016 03:00:00 PM,15,3,4,4,4
04/24/2016 04:00:00 PM,29,5,5,12,7
04/24/2016 05:00:00 PM,19,3,3,7,6
04/24/2016 06:00:00 PM,7,2,1,3,1
04/24/2016 07:00:00 PM,14,1,5,4,4
04/24/2016 08:00:00 PM,8,6,2,0,0
04/24/2016 09:00:00 PM,0,0,0,0,0
04/24/2016 10:00:00 PM,0,0,0,0,0
04/24/2016 11:00:00 PM,0,0,0,0,0
04/25/2016 12:00:00 AM,0,0,0,0,0
04/25/2016 01:00:00 AM,0,0,0,0,0
04/25/2016 02:00:00 AM,0,0,0,0,0
04/25/2016 03:00:00 AM,0,0,0,0,0
04/25/2016 04:00:00 AM,2,0,0,2,0
04/25/2016 05:00:00 AM,21,3,3,11,4
04/25/2016 06:00:00 AM,29,4,3,10,12
04/25/2016 07:00:00 AM,63,2,3,33,25
04/25/2016 08:00:00 AM,33,2,0,14,17
04/25/2016 09:00:00 AM,22,0,0,11,11
04/25/2016 10:00:00 AM,11,0,0,6,5
04/25/2016 11:00:00 AM,16,1,2,3,10
04/25/2016 12:00:00 PM,13,1,1,8,3
04/25/2016 01:00:00 PM,13,0,1,5,7
04/25/2016 02:00:00 PM,35,5,2,18,10
04/25/2016 03:00:00 PM,40,9,9,11,11
04/25/2016 04:00:00 PM,83,7,12,33,31
04/25/2016 05:00:00 PM,111,14,10,50,37
04/25/2016 06:00:00 PM,106,5,13,45,43
04/25/2016 07:00:00 PM,47,7,5,23,12
04/25/2016 08:00:00 PM,14,3,2,7,2
04/25/2016 09:00:00 PM,7,1,0,3,3
04/25/2016 10:00:00 PM,5,1,1,1,2
04/25/2016 11:00:00 PM,0,0,0,0,0
04/26/2016 12:00:00 AM,0,0,0,0,0
04/26/2016 01:00:00 AM,1,0,0,0,1
04/26/2016 02:00:00 AM,1,0,0,1,0
04/26/2016 03:00:00 AM,2,0,0,2,0
04/26/2016 04:00:00 AM,3,0,0,3,0
04/26/2016 05:00:00 AM,24,3,2,14,5
04/26/2016 06:00:00 AM,43,3,3,21,16
04/26/2016 07:00:00 AM,99,5,9,38,47
04/26/2016 08:00:00 AM,74,5,8,34,27
04/26/2016 09:00:00 AM,43,2,1,26,14
04/26/2016 10:00:00 AM,28,2,7,11,8
04/26/2016 11:00:00 AM,65,2,0,34,29
04/26/2016 12:00:00 PM,41,7,6,14,14
04/26/2016 01:00:00 PM,44,11,1,18,14
04/26/2016 02:00:00 PM,43,2,3,21,17
04/26/2016 03:00:00 PM,59,2,8,17,32
04/26/2016 04:00:00 PM,108,13,13,37,45
04/26/2016 05:00:00 PM,175,14,38,58,65
04/26/2016 06:00:00 PM,133,13,14,65,41
04/26/2016 07:00:00 PM,89,10,5,45,29
04/26/2016 08:00:00 PM,21,6,3,4,8
04/26/2016 09:00:00 PM,6,0,0,5,1
04/26/2016 10:00:00 PM,1,0,0,1,0
04/26/2016 11:00:00 PM,1,0,0,0,1
04/27/2016 12:00:00 AM,2,0,0,1,1
04/27/2016 01:00:00 AM,0,0,0,0,0
04/27/2016 02:00:00 AM,0,0,0,0,0
04/27/2016 03:00:00 AM,0,0,0,0,0
04/27/2016 04:00:00 AM,1,0,0,1,0
04/27/2016 05:00:00 AM,14,0,3,8,3
04/27/2016 06:00:00 AM,36,1,3,19,13
04/27/2016 07:00:00 AM,82,5,9,46,22
04/27/2016 08:00:00 AM,76,6,8,28,34
04/27/2016 09:00:00 AM,47,1,5,23,18
04/27/2016 10:00:00 AM,27,0,2,17,8
04/27/2016 11:00:00 AM,36,5,6,10,15
04/27/2016 12:00:00 PM,27,2,0,17,8
04/27/2016 01:00:00 PM,24,0,0,7,17
04/27/2016 02:00:00 PM,34,3,3,11,17
04/27/2016 03:00:00 PM,50,12,2,18,18
04/27/2016 04:00:00 PM,80,7,9,27,37
04/27/2016 05:00:00 PM,137,9,8,49,71
04/27/2016 06:00:00 PM,134,13,13,56,52
04/27/2016 07:00:00 PM,66,7,2,38,19
04/27/2016 08:00:00 PM,29,4,3,17,5
04/27/2016 09:00:00 PM,4,0,0,4,0
04/27/2016 10:00:00 PM,2,1,0,1,0
04/27/2016 11:00:00 PM,1,0,0,0,1
04/28/2016 12:00:00 AM,0,0,0,0,0
04/28/2016 01:00:00 AM,0,0,0,0,0
04/28/2016 02:00:00 AM,6,2,3,1,0
04/28/2016 03:00:00 AM,0,0,0,0,0
04/28/2016 04:00:00 AM,4,0,1,2,1
04/28/2016 05:00:00 AM,19,3,2,9,5
04/28/2016 06:00:00 AM,50,1,8,25,16
04/28/2016 07:00:00 AM,83,7,8,40,28
04/28/2016 08:00:00 AM,87,10,11,36,30
04/28/2016 09:00:00 AM,37,4,3,20,10
04/28/2016 10:00:00 AM,30,3,3,11,13
04/28/2016 11:00:00 AM,42,4,7,17,14
04/28/2016 12:00:00 PM,35,5,5,17,8
04/28/2016 01:00:00 PM,32,8,3,13,8
04/28/2016 02:00:00 PM,53,9,2,18,24
04/28/2016 03:00:00 PM,46,3,7,18,18
04/28/2016 04:00:00 PM,102,6,8,41,47
04/28/2016 05:00:00 PM,146,9,7,73,57
04/28/2016 06:00:00 PM,149,6,11,68,64
04/28/2016 07:00:00 PM,90,6,6,50,28
04/28/2016 08:00:00 PM,22,4,4,10,4
04/28/2016 09:00:00 PM,6,1,0,2,3
04/28/2016 10:00:00 PM,7,1,3,3,0
04/28/2016 11:00:00 PM,0,0,0,0,0
04/29/2016 12:00:00 AM,0,0,0,0,0
04/29/2016 01:00:00 AM,9,4,5,0,0
04/29/2016 02:00:00 AM,1,0,0,1,0
04/29/2016 03:00:00 AM,1,0,0,0,1
04/29/2016 04:00:00 AM,2,1,0,1,0
04/29/2016 05:00:00 AM,10,0,0,5,5
04/29/2016 06:00:00 AM,40,1,2,31,6
04/29/2016 07:00:00 AM,74,6,7,40,21
04/29/2016 08:00:00 AM,42,1,1,18,22
04/29/2016 09:00:00 AM,21,4,1,12,4
04/29/2016 10:00:00 AM,14,1,1,2,10
04/29/2016 11:00:00 AM,13,1,1,8,3
04/29/2016 12:00:00 PM,11,1,1,3,6
04/29/2016 01:00:00 PM,17,2,3,2,10
04/29/2016 02:00:00 PM,28,9,7,3,9
04/29/2016 03:00:00 PM,47,3,4,16,24
04/29/2016 04:00:00 PM,63,9,6,16,32
04/29/2016 05:00:00 PM,94,8,4,41,41
04/29/2016 06:00:00 PM,79,13,11,32,23
04/29/2016 07:00:00 PM,38,3,7,16,12
04/29/2016 08:00:00 PM,12,5,0,5,2
04/29/2016 09:00:00 PM,2,0,0,2,0
04/29/2016 10:00:00 PM,14,7,4,3,0
04/29/2016 11:00:00 PM,1,0,0,1,0
04/30/2016 12:00:00 AM,5,0,1,0,4
04/30/2016 01:00:00 AM,2,0,2,0,0
04/30/2016 02:00:00 AM,0,0,0,0,0
04/30/2016 03:00:00 AM,0,0,0,0,0
04/30/2016 04:00:00 AM,0,0,0,0,0
04/30/2016 05:00:00 AM,5,0,1,1,3
04/30/2016 06:00:00 AM,8,0,2,0,6
04/30/2016 07:00:00 AM,51,5,6,17,23
04/30/2016 08:00:00 AM,132,15,18,43,56
04/30/2016 09:00:00 AM,204,18,22,69,95
04/30/2016 10:00:00 AM,157,14,15,70,58
04/30/2016 11:00:00 AM,256,25,26,116,89
04/30/2016 12:00:00 PM,200,25,15,114,46
04/30/2016 01:00:00 PM,173,17,16,71,69
04/30/2016 02:00:00 PM,183,42,19,72,50
04/30/2016 03:00:00 PM,184,28,22,80,54
04/30/2016 04:00:00 PM,116,22,11,55,28
04/30/2016 05:00:00 PM,125,22,22,49,32
04/30/2016 06:00:00 PM,50,5,3,27,15
04/30/2016 07:00:00 PM,37,3,3,22,9
04/30/2016 08:00:00 PM,19,3,7,7,2
04/30/2016 09:00:00 PM,9,5,2,2,0
04/30/2016 10:00:00 PM,5,2,1,1,1
04/30/2016 11:00:00 PM,2,0,0,0,2
