Date,Spokane St. Bridge Total,West,East
04/01/2014 12:00:00 AM,3,3,0
04/01/2014 01:00:00 AM,0,0,0
04/01/2014 02:00:00 AM,0,0,0
04/01/2014 03:00:00 AM,0,0,0
04/01/2014 04:00:00 AM,3,0,3
04/01/2014 05:00:00 AM,28,6,22
04/01/2014 06:00:00 AM,66,10,56
04/01/2014 07:00:00 AM,123,20,103
04/01/2014 08:00:00 AM,122,14,108
04/01/2014 09:00:00 AM,53,10,43
04/01/2014 10:00:00 AM,28,5,23
04/01/2014 11:00:00 AM,17,9,8
04/01/2014 12:00:00 PM,24,9,15
04/01/2014 01:00:00 PM,24,8,16
04/01/2014 02:00:00 PM,35,23,12
04/01/2014 03:00:00 PM,52,33,19
04/01/2014 04:00:00 PM,98,74,24
04/01/2014 05:00:00 PM,155,129,26
04/01/2014 06:00:00 PM,113,90,23
04/01/2014 07:00:00 PM,44,35,9
04/01/2014 08:00:00 PM,26,14,12
04/01/2014 09:00:00 PM,12,10,2
04/01/2014 10:00:00 PM,9,6,3
04/01/2014 11:00:00 PM,5,5,0
04/02/2014 12:00:00 AM,2,2,0
04/02/2014 01:00:00 AM,2,1,1
04/02/2014 02:00:00 AM,1,0,1
04/02/2014 03:00:00 AM,2,1,1
04/02/2014 04:00:00 AM,4,0,4
04/02/2014 05:00:00 AM,22,4,18
04/02/2014 06:00:00 AM,66,14,52
04/02/2014 07:00:00 AM,101,17,84
04/02/2014 08:00:00 AM,113,10,103
04/02/2014 09:00:00 AM,39,1,38
04/02/2014 10:00:00 AM,25,6,19
04/02/2014 11:00:00 AM,14,6,8
04/02/2014 12:00:00 PM,24,11,13
04/02/2014 01:00:00 PM,29,14,15
04/02/2014 02:00:00 PM,34,16,18
04/02/2014 03:00:00 PM,51,29,22
04/02/2014 04:00:00 PM,82,57,25
04/02/2014 05:00:00 PM,146,126,20
04/02/2014 06:00:00 PM,97,76,21
04/02/2014 07:00:00 PM,42,31,11
04/02/2014 08:00:00 PM,26,17,9
04/02/2014 09:00:00 PM,16,15,1
04/02/2014 10:00:00 PM,5,5,0
04/02/2014 11:00:00 PM,4,3,1
04/03/2014 12:00:00 AM,3,2,1
04/03/2014 01:00:00 AM,3,3,0
04/03/2014 02:00:00 AM,2,1,1
04/03/2014 03:00:00 AM,4,2,2
04/03/2014 04:00:00 AM,6,2,4
04/03/2014 05:00:00 AM,24,3,21
04/03/2014 06:00:00 AM,52,12,40
04/03/2014 07:00:00 AM,88,10,78
04/03/2014 08:00:00 AM,100,15,85
04/03/2014 09:00:00 AM,37,7,30
04/03/2014 10:00:00 AM,14,1,13
04/03/2014 11:00:00 AM,10,4,6
04/03/2014 12:00:00 PM,14,8,6
04/03/2014 01:00:00 PM,25,10,15
04/03/2014 02:00:00 PM,30,13,17
04/03/2014 03:00:00 PM,22,16,6
04/03/2014 04:00:00 PM,54,39,15
04/03/2014 05:00:00 PM,86,74,12
04/03/2014 06:00:00 PM,57,50,7
04/03/2014 07:00:00 PM,20,17,3
04/03/2014 08:00:00 PM,9,6,3
04/03/2014 09:00:00 PM,6,4,2
04/03/2014 10:00:00 PM,6,4,2
04/03/2014 11:00:00 PM,3,3,0
04/04/2014 12:00:00 AM,2,2,0
04/04/2014 01:00:00 AM,0,0,0
04/04/2014 02:00:00 AM,0,0,0
04/04/2014 03:00:00 AM,2,0,2
04/04/2014 04:00:00 AM,3,0,3
04/04/2014 05:00:00 AM,15,2,13
04/04/2014 06:00:00 AM,39,7,32
04/04/2014 07:00:00 AM,78,10,68
04/04/2014 08:00:00 AM,74,5,69
04/04/2014 09:00:00 AM,35,4,31
04/04/2014 10:00:00 AM,15,5,10
04/04/2014 11:00:00 AM,12,5,7
04/04/2014 12:00:00 PM,18,5,13
04/04/2014 01:00:00 PM,13,8,5
04/04/2014 02:00:00 PM,27,21,6
04/04/2014 03:00:00 PM,39,21,18
04/04/2014 04:00:00 PM,75,53,22
04/04/2014 05:00:00 PM,93,77,16
04/04/2014 06:00:00 PM,68,57,11
04/04/2014 07:00:00 PM,22,15,7
04/04/2014 08:00:00 PM,17,14,3
04/04/2014 09:00:00 PM,3,3,0
04/04/2014 10:00:00 PM,7,5,2
04/04/2014 11:00:00 PM,5,3,2
04/05/2014 12:00:00 AM,3,2,1
04/05/2014 01:00:00 AM,2,1,1
04/05/2014 02:00:00 AM,3,3,0
04/05/2014 03:00:00 AM,1,1,0
04/05/2014 04:00:00 AM,2,1,1
04/05/2014 05:00:00 AM,4,1,3
04/05/2014 06:00:00 AM,4,2,2
04/05/2014 07:00:00 AM,4,1,3
04/05/2014 08:00:00 AM,22,10,12
04/05/2014 09:00:00 AM,26,8,18
04/05/2014 10:00:00 AM,16,3,13
04/05/2014 11:00:00 AM,38,24,14
04/05/2014 12:00:00 PM,27,17,10
04/05/2014 01:00:00 PM,27,17,10
04/05/2014 02:00:00 PM,29,10,19
04/05/2014 03:00:00 PM,9,5,4
04/05/2014 04:00:00 PM,16,6,10
04/05/2014 05:00:00 PM,12,7,5
04/05/2014 06:00:00 PM,7,6,1
04/05/2014 07:00:00 PM,7,5,2
04/05/2014 08:00:00 PM,5,2,3
04/05/2014 09:00:00 PM,5,4,1
04/05/2014 10:00:00 PM,3,1,2
04/05/2014 11:00:00 PM,3,0,3
04/06/2014 12:00:00 AM,3,3,0
04/06/2014 01:00:00 AM,2,1,1
04/06/2014 02:00:00 AM,3,3,0
04/06/2014 03:00:00 AM,2,0,2
04/06/2014 04:00:00 AM,0,0,0
04/06/2014 05:00:00 AM,3,2,1
04/06/2014 06:00:00 AM,3,1,2
04/06/2014 07:00:00 AM,9,3,6
04/06/2014 08:00:00 AM,16,9,7
04/06/2014 09:00:00 AM,33,13,20
04/06/2014 10:00:00 AM,26,9,17
04/06/2014 11:00:00 AM,50,27,23
04/06/2014 12:00:00 PM,62,34,28
04/06/2014 01:00:00 PM,52,19,33
04/06/2014 02:00:00 PM,41,18,23
04/06/2014 03:00:00 PM,47,24,23
04/06/2014 04:00:00 PM,51,21,30
04/06/2014 05:00:00 PM,21,18,3
04/06/2014 06:00:00 PM,26,15,11
04/06/2014 07:00:00 PM,9,6,3
04/06/2014 08:00:00 PM,4,4,0
04/06/2014 09:00:00 PM,3,0,3
04/06/2014 10:00:00 PM,4,2,2
04/06/2014 11:00:00 PM,0,0,0
04/07/2014 12:00:00 AM,2,2,0
04/07/2014 01:00:00 AM,1,0,1
04/07/2014 02:00:00 AM,1,0,1
04/07/2014 03:00:00 AM,1,0,1
04/07/2014 04:00:00 AM,4,1,3
04/07/2014 05:00:00 AM,17,2,15
04/07/2014 06:00:00 AM,74,14,60
04/07/2014 07:00:00 AM,139,21,118
04/07/2014 08:00:00 AM,126,16,110
04/07/2014 09:00:00 AM,73,11,62
04/07/2014 10:00:00 AM,24,6,18
04/07/2014 11:00:00 AM,39,18,21
04/07/2014 12:00:00 PM,47,16,31
04/07/2014 01:00:00 PM,39,18,21
04/07/2014 02:00:00 PM,58,37,21
04/07/2014 03:00:00 PM,80,49,31
04/07/2014 04:00:00 PM,134,94,40
04/07/2014 05:00:00 PM,204,159,45
04/07/2014 06:00:00 PM,142,113,29
04/07/2014 07:00:00 PM,49,35,14
04/07/2014 08:00:00 PM,20,15,5
04/07/2014 09:00:00 PM,20,10,10
04/07/2014 10:00:00 PM,12,10,2
04/07/2014 11:00:00 PM,2,2,0
04/08/2014 12:00:00 AM,4,3,1
04/08/2014 01:00:00 AM,2,2,0
04/08/2014 02:00:00 AM,3,2,1
04/08/2014 03:00:00 AM,0,0,0
04/08/2014 04:00:00 AM,3,1,2
04/08/2014 05:00:00 AM,20,6,14
04/08/2014 06:00:00 AM,48,12,36
04/08/2014 07:00:00 AM,109,12,97
04/08/2014 08:00:00 AM,102,9,93
04/08/2014 09:00:00 AM,39,7,32
04/08/2014 10:00:00 AM,17,1,16
04/08/2014 11:00:00 AM,15,6,9
04/08/2014 12:00:00 PM,13,8,5
04/08/2014 01:00:00 PM,16,9,7
04/08/2014 02:00:00 PM,20,13,7
04/08/2014 03:00:00 PM,39,27,12
04/08/2014 04:00:00 PM,53,38,15
04/08/2014 05:00:00 PM,87,70,17
04/08/2014 06:00:00 PM,65,58,7
04/08/2014 07:00:00 PM,27,24,3
04/08/2014 08:00:00 PM,12,10,2
04/08/2014 09:00:00 PM,11,10,1
04/08/2014 10:00:00 PM,5,4,1
04/08/2014 11:00:00 PM,4,4,0
04/09/2014 12:00:00 AM,2,2,0
04/09/2014 01:00:00 AM,1,1,0
04/09/2014 02:00:00 AM,1,1,0
04/09/2014 03:00:00 AM,0,0,0
04/09/2014 04:00:00 AM,4,0,4
04/09/2014 05:00:00 AM,17,3,14
04/09/2014 06:00:00 AM,69,18,51
04/09/2014 07:00:00 AM,102,22,80
04/09/2014 08:00:00 AM,112,13,99
04/09/2014 09:00:00 AM,48,7,41
04/09/2014 10:00:00 AM,27,13,14
04/09/2014 11:00:00 AM,25,5,20
04/09/2014 12:00:00 PM,26,10,16
04/09/2014 01:00:00 PM,27,11,16
04/09/2014 02:00:00 PM,33,20,13
04/09/2014 03:00:00 PM,52,31,21
04/09/2014 04:00:00 PM,88,66,22
04/09/2014 05:00:00 PM,138,120,18
04/09/2014 06:00:00 PM,104,83,21
04/09/2014 07:00:00 PM,36,31,5
04/09/2014 08:00:00 PM,25,20,5
04/09/2014 09:00:00 PM,13,10,3
04/09/2014 10:00:00 PM,8,7,1
04/09/2014 11:00:00 PM,4,3,1
04/10/2014 12:00:00 AM,6,4,2
04/10/2014 01:00:00 AM,0,0,0
04/10/2014 02:00:00 AM,2,1,1
04/10/2014 03:00:00 AM,2,0,2
04/10/2014 04:00:00 AM,3,0,3
04/10/2014 05:00:00 AM,21,4,17
04/10/2014 06:00:00 AM,67,13,54
04/10/2014 07:00:00 AM,137,21,116
04/10/2014 08:00:00 AM,107,7,100
04/10/2014 09:00:00 AM,53,6,47
04/10/2014 10:00:00 AM,25,6,19
04/10/2014 11:00:00 AM,18,7,11
04/10/2014 12:00:00 PM,31,19,12
04/10/2014 01:00:00 PM,50,21,29
04/10/2014 02:00:00 PM,31,21,10
04/10/2014 03:00:00 PM,45,28,17
04/10/2014 04:00:00 PM,92,64,28
04/10/2014 05:00:00 PM,163,138,25
04/10/2014 06:00:00 PM,107,87,20
04/10/2014 07:00:00 PM,56,45,11
04/10/2014 08:00:00 PM,25,9,16
04/10/2014 09:00:00 PM,9,5,4
04/10/2014 10:00:00 PM,5,2,3
04/10/2014 11:00:00 PM,13,11,2
04/11/2014 12:00:00 AM,1,0,1
04/11/2014 01:00:00 AM,1,1,0
04/11/2014 02:00:00 AM,3,1,2
04/11/2014 03:00:00 AM,4,2,2
04/11/2014 04:00:00 AM,6,1,5
04/11/2014 05:00:00 AM,28,4,24
04/11/2014 06:00:00 AM,63,12,51
04/11/2014 07:00:00 AM,90,14,76
04/11/2014 08:00:00 AM,115,12,103
04/11/2014 09:00:00 AM,43,10,33
04/11/2014 10:00:00 AM,23,5,18
04/11/2014 11:00:00 AM,19,12,7
04/11/2014 12:00:00 PM,25,12,13
04/11/2014 01:00:00 PM,30,19,11
04/11/2014 02:00:00 PM,37,16,21
04/11/2014 03:00:00 PM,46,34,12
04/11/2014 04:00:00 PM,100,68,32
04/11/2014 05:00:00 PM,141,106,35
04/11/2014 06:00:00 PM,94,73,21
04/11/2014 07:00:00 PM,40,35,5
04/11/2014 08:00:00 PM,15,10,5
04/11/2014 09:00:00 PM,1,0,1
04/11/2014 10:00:00 PM,7,6,1
04/11/2014 11:00:00 PM,6,3,3
04/12/2014 12:00:00 AM,1,1,0
04/12/2014 01:00:00 AM,3,3,0
04/12/2014 02:00:00 AM,4,4,0
04/12/2014 03:00:00 AM,0,0,0
04/12/2014 04:00:00 AM,0,0,0
04/12/2014 05:00:00 AM,1,0,1
04/12/2014 06:00:00 AM,8,5,3
04/12/2014 07:00:00 AM,9,2,7
04/12/2014 08:00:00 AM,22,6,16
04/12/2014 09:00:00 AM,48,19,29
04/12/2014 10:00:00 AM,22,10,12
04/12/2014 11:00:00 AM,57,26,31
04/12/2014 12:00:00 PM,58,32,26
04/12/2014 01:00:00 PM,70,42,28
04/12/2014 02:00:00 PM,57,29,28
04/12/2014 03:00:00 PM,61,29,32
04/12/2014 04:00:00 PM,58,31,27
04/12/2014 05:00:00 PM,54,29,25
04/12/2014 06:00:00 PM,41,22,19
04/12/2014 07:00:00 PM,24,11,13
04/12/2014 08:00:00 PM,10,6,4
04/12/2014 09:00:00 PM,10,4,6
04/12/2014 10:00:00 PM,6,5,1
04/12/2014 11:00:00 PM,7,3,4
04/13/2014 12:00:00 AM,4,1,3
04/13/2014 01:00:00 AM,1,1,0
04/13/2014 02:00:00 AM,7,2,5
04/13/2014 03:00:00 AM,1,1,0
04/13/2014 04:00:00 AM,0,0,0
04/13/2014 05:00:00 AM,0,0,0
04/13/2014 06:00:00 AM,8,3,5
04/13/2014 07:00:00 AM,10,2,8
04/13/2014 08:00:00 AM,15,5,10
04/13/2014 09:00:00 AM,61,24,37
04/13/2014 10:00:00 AM,69,23,46
04/13/2014 11:00:00 AM,94,59,35
04/13/2014 12:00:00 PM,110,62,48
04/13/2014 01:00:00 PM,90,50,40
04/13/2014 02:00:00 PM,107,58,49
04/13/2014 03:00:00 PM,103,49,54
04/13/2014 04:00:00 PM,72,38,34
04/13/2014 05:00:00 PM,53,25,28
04/13/2014 06:00:00 PM,42,18,24
04/13/2014 07:00:00 PM,27,17,10
04/13/2014 08:00:00 PM,9,5,4
04/13/2014 09:00:00 PM,8,4,4
04/13/2014 10:00:00 PM,3,1,2
04/13/2014 11:00:00 PM,4,2,2
04/14/2014 12:00:00 AM,2,2,0
04/14/2014 01:00:00 AM,1,0,1
04/14/2014 02:00:00 AM,1,1,0
04/14/2014 03:00:00 AM,2,2,0
04/14/2014 04:00:00 AM,4,0,4
04/14/2014 05:00:00 AM,19,4,15
04/14/2014 06:00:00 AM,75,18,57
04/14/2014 07:00:00 AM,121,17,104
04/14/2014 08:00:00 AM,108,9,99
04/14/2014 09:00:00 AM,59,7,52
04/14/2014 10:00:00 AM,33,12,21
04/14/2014 11:00:00 AM,29,13,16
04/14/2014 12:00:00 PM,31,17,14
04/14/2014 01:00:00 PM,33,13,20
04/14/2014 02:00:00 PM,48,29,19
04/14/2014 03:00:00 PM,57,39,18
04/14/2014 04:00:00 PM,82,61,21
04/14/2014 05:00:00 PM,162,133,29
04/14/2014 06:00:00 PM,101,88,13
04/14/2014 07:00:00 PM,56,37,19
04/14/2014 08:00:00 PM,23,14,9
04/14/2014 09:00:00 PM,10,6,4
04/14/2014 10:00:00 PM,4,3,1
04/14/2014 11:00:00 PM,2,0,2
04/15/2014 12:00:00 AM,0,0,0
04/15/2014 01:00:00 AM,1,0,1
04/15/2014 02:00:00 AM,0,0,0
04/15/2014 03:00:00 AM,5,2,3
04/15/2014 04:00:00 AM,4,1,3
04/15/2014 05:00:00 AM,21,5,16
04/15/2014 06:00:00 AM,57,8,49
04/15/2014 07:00:00 AM,97,26,71
04/15/2014 08:00:00 AM,105,13,92
04/15/2014 09:00:00 AM,38,3,35
04/15/2014 10:00:00 AM,16,2,14
04/15/2014 11:00:00 AM,26,10,16
04/15/2014 12:00:00 PM,15,7,8
04/15/2014 01:00:00 PM,16,6,10
04/15/2014 02:00:00 PM,24,16,8
04/15/2014 03:00:00 PM,49,34,15
04/15/2014 04:00:00 PM,73,51,22
04/15/2014 05:00:00 PM,115,100,15
04/15/2014 06:00:00 PM,79,63,16
04/15/2014 07:00:00 PM,29,24,5
04/15/2014 08:00:00 PM,16,9,7
04/15/2014 09:00:00 PM,11,7,4
04/15/2014 10:00:00 PM,10,7,3
04/15/2014 11:00:00 PM,4,4,0
04/16/2014 12:00:00 AM,2,2,0
04/16/2014 01:00:00 AM,2,2,0
04/16/2014 02:00:00 AM,2,0,2
04/16/2014 03:00:00 AM,0,0,0
04/16/2014 04:00:00 AM,3,0,3
04/16/2014 05:00:00 AM,15,7,8
04/16/2014 06:00:00 AM,31,8,23
04/16/2014 07:00:00 AM,64,8,56
04/16/2014 08:00:00 AM,72,4,68
04/16/2014 09:00:00 AM,24,5,19
04/16/2014 10:00:00 AM,12,1,11
04/16/2014 11:00:00 AM,10,0,10
04/16/2014 12:00:00 PM,6,2,4
04/16/2014 01:00:00 PM,9,7,2
04/16/2014 02:00:00 PM,12,9,3
04/16/2014 03:00:00 PM,28,20,8
04/16/2014 04:00:00 PM,41,30,11
04/16/2014 05:00:00 PM,62,51,11
04/16/2014 06:00:00 PM,44,39,5
04/16/2014 07:00:00 PM,20,19,1
04/16/2014 08:00:00 PM,9,7,2
04/16/2014 09:00:00 PM,6,3,3
04/16/2014 10:00:00 PM,5,3,2
04/16/2014 11:00:00 PM,5,4,1
04/17/2014 12:00:00 AM,1,1,0
04/17/2014 01:00:00 AM,0,0,0
04/17/2014 02:00:00 AM,3,1,2
04/17/2014 03:00:00 AM,0,0,0
04/17/2014 04:00:00 AM,3,0,3
04/17/2014 05:00:00 AM,14,4,10
04/17/2014 06:00:00 AM,41,9,32
04/17/2014 07:00:00 AM,69,8,61
04/17/2014 08:00:00 AM,62,7,55
04/17/2014 09:00:00 AM,25,4,21
04/17/2014 10:00:00 AM,7,1,6
04/17/2014 11:00:00 AM,8,4,4
04/17/2014 12:00:00 PM,7,5,2
04/17/2014 01:00:00 PM,9,6,3
04/17/2014 02:00:00 PM,9,7,2
04/17/2014 03:00:00 PM,20,15,5
04/17/2014 04:00:00 PM,36,26,10
04/17/2014 05:00:00 PM,75,63,12
04/17/2014 06:00:00 PM,48,39,9
04/17/2014 07:00:00 PM,13,11,2
04/17/2014 08:00:00 PM,5,2,3
04/17/2014 09:00:00 PM,5,2,3
04/17/2014 10:00:00 PM,4,2,2
04/17/2014 11:00:00 PM,2,1,1
04/18/2014 12:00:00 AM,0,0,0
04/18/2014 01:00:00 AM,0,0,0
04/18/2014 02:00:00 AM,1,1,0
04/18/2014 03:00:00 AM,1,1,0
04/18/2014 04:00:00 AM,4,1,3
04/18/2014 05:00:00 AM,17,1,16
04/18/2014 06:00:00 AM,47,12,35
04/18/2014 07:00:00 AM,79,8,71
04/18/2014 08:00:00 AM,76,6,70
04/18/2014 09:00:00 AM,48,11,37
04/18/2014 10:00:00 AM,29,6,23
04/18/2014 11:00:00 AM,36,16,20
04/18/2014 12:00:00 PM,29,23,6
04/18/2014 01:00:00 PM,23,11,12
04/18/2014 02:00:00 PM,34,14,20
04/18/2014 03:00:00 PM,48,28,20
04/18/2014 04:00:00 PM,79,54,25
04/18/2014 05:00:00 PM,111,86,25
04/18/2014 06:00:00 PM,73,55,18
04/18/2014 07:00:00 PM,43,34,9
04/18/2014 08:00:00 PM,16,10,6
04/18/2014 09:00:00 PM,6,3,3
04/18/2014 10:00:00 PM,6,4,2
04/18/2014 11:00:00 PM,1,0,1
04/19/2014 12:00:00 AM,6,5,1
04/19/2014 01:00:00 AM,0,0,0
04/19/2014 02:00:00 AM,1,1,0
04/19/2014 03:00:00 AM,4,1,3
04/19/2014 04:00:00 AM,0,0,0
04/19/2014 05:00:00 AM,4,0,4
04/19/2014 06:00:00 AM,7,3,4
04/19/2014 07:00:00 AM,20,5,15
04/19/2014 08:00:00 AM,29,13,16
04/19/2014 09:00:00 AM,30,15,15
04/19/2014 10:00:00 AM,71,51,20
04/19/2014 11:00:00 AM,24,11,13
04/19/2014 12:00:00 PM,12,8,4
04/19/2014 01:00:00 PM,6,2,4
04/19/2014 02:00:00 PM,7,5,2
04/19/2014 03:00:00 PM,3,2,1
04/19/2014 04:00:00 PM,3,0,3
04/19/2014 05:00:00 PM,9,6,3
04/19/2014 06:00:00 PM,6,5,1
04/19/2014 07:00:00 PM,6,5,1
04/19/2014 08:00:00 PM,3,3,0
04/19/2014 09:00:00 PM,1,0,1
04/19/2014 10:00:00 PM,3,2,1
04/19/2014 11:00:00 PM,3,3,0
04/20/2014 12:00:00 AM,2,0,2
04/20/2014 01:00:00 AM,0,0,0
04/20/2014 02:00:00 AM,0,0,0
04/20/2014 03:00:00 AM,0,0,0
04/20/2014 04:00:00 AM,1,0,1
04/20/2014 05:00:00 AM,0,0,0
04/20/2014 06:00:00 AM,4,2,2
04/20/2014 07:00:00 AM,5,3,2
04/20/2014 08:00:00 AM,16,8,8
04/20/2014 09:00:00 AM,46,24,22
04/20/2014 10:00:00 AM,31,14,17
04/20/2014 11:00:00 AM,68,33,35
04/20/2014 12:00:00 PM,59,26,33
04/20/2014 01:00:00 PM,65,35,30
04/20/2014 02:00:00 PM,42,28,14
04/20/2014 03:00:00 PM,64,30,34
04/20/2014 04:00:00 PM,42,29,13
04/20/2014 05:00:00 PM,46,20,26
04/20/2014 06:00:00 PM,20,7,13
04/20/2014 07:00:00 PM,13,7,6
04/20/2014 08:00:00 PM,3,0,3
04/20/2014 09:00:00 PM,6,2,4
04/20/2014 10:00:00 PM,6,3,3
04/20/2014 11:00:00 PM,3,2,1
04/21/2014 12:00:00 AM,0,0,0
04/21/2014 01:00:00 AM,1,1,0
04/21/2014 02:00:00 AM,1,0,1
04/21/2014 03:00:00 AM,0,0,0
04/21/2014 04:00:00 AM,1,0,1
04/21/2014 05:00:00 AM,25,4,21
04/21/2014 06:00:00 AM,70,12,58
04/21/2014 07:00:00 AM,133,26,107
04/21/2014 08:00:00 AM,95,13,82
04/21/2014 09:00:00 AM,54,12,42
04/21/2014 10:00:00 AM,24,10,14
04/21/2014 11:00:00 AM,15,4,11
04/21/2014 12:00:00 PM,12,6,6
04/21/2014 01:00:00 PM,23,10,13
04/21/2014 02:00:00 PM,25,15,10
04/21/2014 03:00:00 PM,51,32,19
04/21/2014 04:00:00 PM,85,57,28
04/21/2014 05:00:00 PM,146,123,23
04/21/2014 06:00:00 PM,84,76,8
04/21/2014 07:00:00 PM,29,23,6
04/21/2014 08:00:00 PM,14,12,2
04/21/2014 09:00:00 PM,12,12,0
04/21/2014 10:00:00 PM,6,4,2
04/21/2014 11:00:00 PM,1,1,0
04/22/2014 12:00:00 AM,0,0,0
04/22/2014 01:00:00 AM,1,1,0
04/22/2014 02:00:00 AM,0,0,0
04/22/2014 03:00:00 AM,1,0,1
04/22/2014 04:00:00 AM,1,0,1
04/22/2014 05:00:00 AM,13,4,9
04/22/2014 06:00:00 AM,45,5,40
04/22/2014 07:00:00 AM,87,14,73
04/22/2014 08:00:00 AM,58,4,54
04/22/2014 09:00:00 AM,38,5,33
04/22/2014 10:00:00 AM,16,2,14
04/22/2014 11:00:00 AM,17,9,8
04/22/2014 12:00:00 PM,19,6,13
04/22/2014 01:00:00 PM,13,6,7
04/22/2014 02:00:00 PM,17,13,4
04/22/2014 03:00:00 PM,36,23,13
04/22/2014 04:00:00 PM,60,45,15
04/22/2014 05:00:00 PM,95,74,21
04/22/2014 06:00:00 PM,64,52,12
04/22/2014 07:00:00 PM,30,21,9
04/22/2014 08:00:00 PM,8,5,3
04/22/2014 09:00:00 PM,4,1,3
04/22/2014 10:00:00 PM,2,2,0
04/22/2014 11:00:00 PM,3,3,0
04/23/2014 12:00:00 AM,2,2,0
04/23/2014 01:00:00 AM,2,0,2
04/23/2014 02:00:00 AM,2,2,0
04/23/2014 03:00:00 AM,1,1,0
04/23/2014 04:00:00 AM,2,1,1
04/23/2014 05:00:00 AM,15,2,13
04/23/2014 06:00:00 AM,60,9,51
04/23/2014 07:00:00 AM,97,18,79
04/23/2014 08:00:00 AM,99,10,89
04/23/2014 09:00:00 AM,35,8,27
04/23/2014 10:00:00 AM,16,3,13
04/23/2014 11:00:00 AM,14,3,11
04/23/2014 12:00:00 PM,16,6,10
04/23/2014 01:00:00 PM,18,10,8
